,MMM,ABT,ABBV,ACN,ATVI,AYI,ADBE,AMD,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANDV,ANSS,ANTM,AON,AOS,APA,AIV,AAPL,AMAT,APTV,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AZO,AVB,AVY,BHGE,BLL,BAC,BK,BAX,BBT
ALGN,0.9087458373912242,0.7737560113433141,0.8920626803554665,0.8916573035565228,0.918543206098193,0.30396862249320555,0.9562659330191042,0.8043962974147648,-0.14532352452970593,-0.4429062942490801,0.8862417356505026,-0.00842632151438627,0.9217630324630207,0.6930436292375953,0.6373531091805239,0.04490860111748806,0.5027832743479944,0.9024791929308238,0.828750394251394,-0.24460906809499536,1.0,0.8478173647329975,-0.015846842176112114,0.011788683802765057,0.8144728914299932,0.9175272997835507,0.8933946350465182,0.9098206983325089,0.6769547336197118,0.9095407155370103,0.8595547235261616,0.5536063108908625,0.7911786816797397,0.37773139409422396,0.5813422060010381,0.9042052522600786,0.8204767190294975,0.7292191199380903,0.25288814008757526,0.8644038848655625,0.6597932847893009,0.9231493682708267,-0.6020588681345224,0.901276550294409,0.642778931220978,0.9698056746030705,0.8560671942622294,0.8791343913372608,0.8818769421414884,-0.5710488691066377,0.6374845500550065,0.8298857141416651,0.9502425132205438,0.8249934505993552,0.03315660278441285,-0.313189422061218,0.9162379185433441,0.776281348512496,0.31800375970299455,0.9329298311964924,0.9023851355291465,0.3014861653791699,0.5582411168668177,0.9435217366991154,-0.537619107090215,0.6670528133433152,0.8943694324842738,0.8464013925212804,-0.06568615811783907,0.8264821272588551
ALLE,0.9190050961013213,0.663778268266016,0.7727044508243347,0.9428960351338262,0.9541805319070312,0.4841553437754133,0.9319865521803785,0.7847564345312174,-0.2079987272761318,-0.6378558233722771,0.9440524781998242,-0.328449038561224,0.8569345563902602,0.38022813754576207,0.7307514280387096,-0.11366707413811324,0.713741026595834,0.818458588240297,0.9323987601560851,-0.554908276712139,0.8478173647329975,1.0,-0.09457344727103911,-0.35060669379749726,0.8977129296294037,0.8852767779208509,0.9188495766502233,0.9242623579233281,0.8619823831744794,0.9289006297585526,0.914257556076392,0.5409070016781252,0.8990254526588438,-0.039674519853270716,0.7202143494212608,0.9212503155918046,0.9188338934803004,0.4709542185799775,0.23934775674716124,0.6550016381983592,0.8058457798323527,0.921428544549999,-0.7264420045737419,0.9062801255241252,0.7158302666693175,0.86481952116186,0.8594516322208033,0.9486002834584573,0.9569120698707587,-0.723636399736625,0.8485815523400917,0.8409375245808116,0.8494858502233084,0.6387397006449608,-0.2640016444621215,-0.6034508823624541,0.7856073523787983,0.8918630246699614,0.5125633810924735,0.8704598055809493,0.8921857097237946,0.4040407183945537,0.785775413841194,0.9377385778556054,0.04096357385804507,0.8729834293073538,0.735831822209973,0.8773254711872273,-0.26451991667145214,0.6974894425096426
AGN,0.30798526009624644,0.4207874789426889,0.2873875760866165,0.2243861561966562,0.187835063425634,0.6330739683625121,0.19994514496343646,-0.12994537796147337,0.8161590389296939,-0.22954094961582588,0.3715509730940398,0.1863524430268198,0.0467266732915106,-0.35407753138574055,0.6325095115122078,0.6622273053519233,0.6504615756014342,-0.21821690721234593,0.3053073985377763,0.7752420009621831,-0.015846842176112114,-0.09457344727103911,1.0,0.6899880295203769,0.2655861775805411,0.25951720893178704,0.2501185145261434,-0.49996299552450435,0.4556770862867076,0.1454056498773431,0.2330163152319036,0.6719338998633758,0.34930934946866815,-0.073626014961781,0.6106877074969473,0.23528221044770284,0.250743006606404,0.3342059085372242,0.875988147999282,0.22059859418039032,0.6439461079405864,0.2555441725031765,-0.28208456115324465,0.19015823659368464,0.5721669224195048,0.026711712109009883,0.43036236741805345,0.34104646781477727,0.26095043317246186,-0.49005663024342383,0.471906888524605,0.4482733091244282,0.01031575824316584,0.7330458751918668,0.5414186574154939,0.3151536218157904,-0.021312703442833356,0.3571993308773241,-0.09224533947608747,0.13015410085810378,0.24866022051534184,0.6752342265714095,0.6209277728179403,0.16034191426563815,0.6010172951427414,0.5899472152345328,0.06261024995732538,0.3839103923377799,-0.5002215499696621,0.16149859325985383
ADS,0.21671668138992478,0.45975462894223784,0.28891728188925647,0.008425471553894141,0.003293015649072971,0.1512014530967889,0.10332485588233822,-0.12217692134066897,0.5145129893630108,0.2209603555634949,0.19138386047449177,0.6849143240417127,0.06701565290473119,0.01673844405026422,0.4728279124608842,0.7097049901888358,0.3084963453298102,-0.1668365336786975,0.11395234832712645,0.8042982679058285,0.011788683802765057,-0.35060669379749726,0.6899880295203769,1.0,0.0009453597859467798,0.2034473769746121,0.07100807240247049,-0.4676515112415488,0.08837971855290441,-0.032505657106961086,0.017594717532952706,0.6450046355552522,0.05288419744531009,0.5293530069393575,0.45924634458844105,0.09196810756450881,-0.05541003514741023,0.6026975470479596,0.6971039777170994,0.41422009841857765,0.38655374868951026,0.16026121398246437,0.18893555265257814,0.15826134930560043,0.3301485288475997,0.04852143395929943,0.33925608416948466,0.2009933364399885,0.06267439957902513,-0.049626653504683434,0.08299864764908946,0.3773392797630157,0.046530226901017484,0.590122230000176,0.7122649567252844,0.5707117586232863,0.12117257476877132,0.14004340871975884,-0.43301506591307115,0.12192910661114553,0.19252988740364774,0.2681482026566898,0.20417753493039686,0.003552023416463172,0.15905548619845458,0.3047117870032728,0.22944730521172588,0.3207941976591263,0.051963556151077124,0.31753584010032615
LNT,0.9284232405594072,0.6422050995642352,0.7787644436186816,0.9093067367393888,0.9090931834273226,0.6585532542957934,0.9033499180779726,0.7735294819623864,0.22338832298845493,-0.5104035575016199,0.8918351098802477,-0.25785362403481393,0.8444886489594312,0.3885908374184037,0.7836763742066555,0.14270376177854827,0.7553102962451181,0.7985511863328169,0.9360753666453177,-0.12423930750377257,0.8144728914299932,0.8977129296294037,0.2655861775805411,0.0009453597859467798,1.0,0.9038886027214357,0.8964826425895762,0.8525088938343613,0.9128063261678506,0.8907974978058502,0.980843116958354,0.6566327844086812,0.9767140652157817,0.055271542587115995,0.6996254537093828,0.9346074640534876,0.9766994170193523,0.5585508942130413,0.3958899879156338,0.6162124510378852,0.8159825839702642,0.9173489082227207,-0.7399331406288915,0.8589372033947168,0.6655404516753903,0.7673351920093162,0.8204058559033162,0.9315402664006127,0.9281467115468869,-0.6930497245267404,0.9104764169130822,0.8212339877003231,0.8651562932478872,-0.8640157725616845,0.18186683577150606,-0.24521591999818232,0.7828729712751803,0.8975353647636255,0.610865317930324,0.8670640503761465,0.9024859298524547,0.5903780601285031,0.8346922972026887,0.9067151250254886,-0.44433923254116336,0.8765304431307858,0.7126666698642011,0.8397877559744292,-0.3370321465951837,0.7038155922746
ALL,0.9784836234474438,0.8424290856270321,0.9083832107944838,0.9026829115066118,0.9122188867103233,0.4594173555137392,0.9563959485940952,0.7910003530611319,0.11361242561957217,-0.44576257641971806,0.9426995900860096,0.051040627208530934,0.8817171306710071,0.5304495858013801,0.8139509370175175,0.261452955737614,0.70872330022741,0.8291682992549928,0.9331123580966706,-0.027080536645106467,0.9175272997835507,0.8852767779208509,0.25951720893178704,0.2034473769746121,0.9038886027214357,1.0,0.8910147646802856,0.8473288481849728,0.8227199347825526,0.8842229923456558,0.9228826382624301,0.7625004866101434,0.8979135303882445,0.3475310965641924,0.7321860961561463,0.9523992669341484,0.8798515910820186,0.8145001714147149,0.5001905761838614,0.8433167224460636,0.8344892905840657,0.977753035839672,-0.609812534948116,0.9430493829828619,0.7453024063113795,0.9002976510558883,0.9470493538656575,0.9549690711379029,0.918118595226634,-0.6531963633034452,0.8063616410304985,0.9506646068188961,0.9435815978075202,-0.6289310009296282,0.2772774257311906,-0.1426885828830406,0.9040849730662683,0.8439123454000323,0.3727115093420407,0.9508515389834407,0.9588816653107538,0.46192614454320374,0.7572539129547264,0.9232820639065885,-0.5186366320905235,0.8418391444682837,0.8895199549271485,0.9407303493558864,-0.1346370769065051,0.8620708624612318
GOOGL,0.9252049476609353,0.6984587753822797,0.8194178537328997,0.9545907099541218,0.9721276923302408,0.6193520650151328,0.9678224588860506,0.7896375227115114,0.18822152514639756,-0.5915375452524344,0.9296148442262177,-0.2266477613535706,0.88382229879299,0.5048232337214615,0.7360804414385286,0.1506056120042093,0.7679948948881008,0.8010541982550178,0.8903033592386522,-0.1183998196544174,0.8933946350465182,0.9188495766502233,0.2501185145261434,0.07100807240247049,0.8964826425895762,0.8910147646802856,1.0,0.9990853724290075,0.8784405536137436,0.9739877485440572,0.9290438548232021,0.6643438617216556,0.8846436717731,0.1413641714719625,0.769091685109468,0.9196979039526649,0.9262213164749219,0.617356541960621,0.4099664062805745,0.7644607392246286,0.7851169982766897,0.9315935409837051,-0.7638073059380208,0.8967908282442132,0.7488505686497048,0.8724068771439721,0.8626344959440299,0.9274648468648596,0.9612491438105518,-0.7094988514365177,0.805738262530212,0.8437360008602012,0.8775019480052109,0.8184424665024441,0.06573714064204192,-0.357902442414651,0.8002820267310491,0.9448548585896845,0.47035338058695947,0.9077757142303997,0.9240179148875004,0.5899268457370112,0.7601021193427341,0.9583046506525192,-0.3866849017258542,0.8322146811083576,0.8259738644180484,0.8877508672215136,-0.4065984414763311,0.7898676671896643
GOOG,0.8939433130002059,0.5377892776787497,0.7282317859670491,0.9455840184198306,0.9746145413701003,0.305494766483056,0.960926364712593,0.8248183154798218,-0.47046561791401104,-0.6049901171921872,0.8993416280371573,-0.3747528005430203,0.8987609765218598,0.6290496854668918,0.5483031837207956,-0.3815498636144939,0.5812751212742457,0.8621684020029199,0.8582081925054185,-0.755401397110795,0.9098206983325089,0.9242623579233281,-0.49996299552450435,-0.4676515112415488,0.8525088938343613,0.8473288481849728,0.9990853724290075,1.0,0.8191895437224153,0.9787205180723518,0.9002433725858526,0.3613929459317044,0.8459559981757309,0.08344877220678691,0.6118730945723853,0.8969726440651478,0.9004076396574457,0.42708301279029603,-0.09946553798414295,0.6852599033779984,0.6354928631460866,0.9032127929006047,-0.7171296571028649,0.8631270535694605,0.6023144014701793,0.9074322007734151,0.7908914658528424,0.891319895906268,0.9458397058817978,-0.5942524517042681,0.7308159719187421,0.7552738371257464,0.8698426405111555,0.8225819263846692,-0.5058631974991972,-0.706342332801321,0.7945462367210294,0.9130698371195763,0.46967853981328533,0.8857573069446526,0.895212853353437,0.23216925103157263,0.6367676066114382,0.9530018682482422,-0.38928400694738136,0.769922538798537,0.8022940018037836,0.8297526445041522,-0.19460663947164963,0.7173924918236854
MO,0.8634666884800203,0.5895267997177777,0.691060843965101,0.8925407395226275,0.8619114474048274,0.8016359714297024,0.8392148388788507,0.6729915977578886,0.47294299668971646,-0.6522820397027732,0.8793276288279736,-0.3374402455061577,0.7131122337978333,0.14481198705124854,0.7946918647191553,0.29723892306038063,0.9054433782248983,0.6122186082313713,0.9076397889210741,-0.03137605531812088,0.6769547336197118,0.8619823831744794,0.4556770862867076,0.08837971855290441,0.9128063261678506,0.8227199347825526,0.8784405536137436,0.8191895437224153,1.0,0.8719186695833305,0.8992971867325646,0.6879101229766317,0.9168351968405081,-0.1235489107439815,0.796073736225056,0.8421837543447342,0.9376328742512043,0.47426387907301837,0.57469449554829,0.5235926716521403,0.8567309103219128,0.8469257384739662,-0.7885316090646723,0.8096336048808531,0.7682375358983135,0.6788073234659476,0.8164019286420613,0.8634288514263022,0.9123932710693792,-0.7962195784566335,0.9407328529360405,0.8051016592896751,0.7222168139710856,-0.6200364161153846,0.18789724567512964,-0.2985094513129289,0.6326638938399056,0.9156107761526906,0.6105371174984934,0.7585422229124352,0.8443229866116855,0.7735778871952738,0.9197020621272279,0.843591184312322,0.0708101842152367,0.8985849135259036,0.6432983730324249,0.8287848231918531,-0.5812012532186377,0.6443258950830266
AMZN,0.9112345921763562,0.6698195956407886,0.8098546633728755,0.9710331450903171,0.9787560728507139,0.5949733228344158,0.9655557394921156,0.8204987631406557,0.11243445109817447,-0.6204884288183563,0.9279569514664439,-0.2703179595648125,0.9027070253767677,0.48590109838938406,0.6824507648479787,0.09947323859186644,0.7204846935853092,0.8339023869655435,0.904200110878519,-0.2550951769699928,0.9095407155370103,0.9289006297585526,0.1454056498773431,-0.032505657106961086,0.8907974978058502,0.8842229923456558,0.9739877485440572,0.9787205180723518,0.8719186695833305,1.0,0.9167123056500021,0.5662246483033603,0.8634990098674621,0.08049041653247209,0.7207238466618686,0.9115087444759078,0.9318426609497072,0.5679244190728647,0.3559592193549137,0.7233174523907021,0.7512728065148936,0.925340040226407,-0.7748291089501962,0.9098747191598309,0.7280246105757491,0.9024495941599491,0.8462894808545945,0.9094971089110646,0.9760133212201884,-0.7191627598532974,0.803149503997316,0.8190784122420139,0.8822091506463215,0.8830783564398371,-0.0016734893529138214,-0.4651288612368102,0.8255190131590867,0.9192347046346682,0.5275792304457365,0.8962294356687168,0.911761916559479,0.5569712596662812,0.7292133858328396,0.9746450355208461,-0.4036113661436316,0.7867807331832802,0.824367374646365,0.8702266116764295,-0.39467993736849,0.7828736765537501
AEE,0.9389746005625501,0.6611987724216274,0.7965896851244734,0.9277007372446712,0.9360327089881963,0.6129692782673537,0.9364784731876383,0.8084322563746307,0.18584119389663625,-0.5470032205296338,0.9065280808854823,-0.24569092424128533,0.8660505886710096,0.44612895075329745,0.7638712305280997,0.13123187972400452,0.7600836298669079,0.8330528661392186,0.9341287079577081,-0.13177343943286496,0.8595547235261616,0.914257556076392,0.2330163152319036,0.017594717532952706,0.980843116958354,0.9228826382624301,0.9290438548232021,0.9002433725858526,0.8992971867325646,0.9167123056500021,1.0,0.6720518639501702,0.9697521280455269,0.12278912267130998,0.7032544918051677,0.9461309465871575,0.9713509431536222,0.6005079304974921,0.3681417699488862,0.6831278588373803,0.8026663695821195,0.935828517968342,-0.7518125299668781,0.89028284105409,0.6885763733641127,0.8148561654273342,0.8401807417833131,0.9411106513240844,0.9388225726459641,-0.7085488054748587,0.8825798883174226,0.8397659452326041,0.8965093732603187,-0.8002389330013959,0.14277192435601982,-0.28172067559074054,0.8145264344915332,0.9179305905367608,0.5560507448237478,0.9082992754451185,0.9298224804284273,0.5609258171739637,0.8138313641505404,0.9284587551914972,-0.5257019291416557,0.8525918329700142,0.7789338034078989,0.8635554437511141,-0.3305236248341636,0.7499898383866128
AAL,0.7761639663366469,0.7601027177806094,0.7231150594673927,0.6308687113378514,0.6093843153795651,0.5376005254210426,0.6853190589806564,0.42538578138248756,0.5359826960720131,-0.2778312338217083,0.7448402289851187,0.2491329895150547,0.5470903107634881,0.2156100311901807,0.8718607708060375,0.6319417496060454,0.784943851011393,0.38746248413874224,0.725708545532921,0.5026675054850465,0.5536063108908625,0.5409070016781252,0.6719338998633758,0.6450046355552522,0.6566327844086812,0.7625004866101434,0.6643438617216556,0.3613929459317044,0.6879101229766317,0.5662246483033603,0.6720518639501702,1.0,0.6991211611055442,0.38827902669709974,0.7987157484407406,0.6864285881875124,0.6104316411719964,0.7968115260155283,0.7731917843564436,0.7059536584072199,0.8129755457164907,0.7521252862800738,-0.3762485188700236,0.6937448418033275,0.7401348769563874,0.5334862003169667,0.8074603920222466,0.7615163627693494,0.6587699805574581,-0.5374451871290024,0.6903959445670727,0.8351143006202055,0.6190270424586258,0.5568121257792438,0.584007468021062,0.24268050914720307,0.5658408067518936,0.679924705868826,0.063264161774682,0.6889513160944198,0.7473728906305455,0.6130192379807223,0.7292152018564956,0.605188506980659,0.09741695626970238,0.8335478960929311,0.6540437856449526,0.8085999206769039,-0.2067965784262892,0.7101151571206045
AEP,0.9209241082432853,0.6842116274472337,0.791937139131148,0.9016142277545491,0.8944893810785604,0.669678394640939,0.8925421980162838,0.6901277850335051,0.283887534922077,-0.5464948591062024,0.8961893037264593,-0.23340638061362207,0.7866314470547239,0.32432006910368244,0.806343864009064,0.16876680807792385,0.7763605070689605,0.7337546280806331,0.9258507953357343,-0.03008467556113497,0.7911786816797397,0.8990254526588438,0.34930934946866815,0.05288419744531009,0.9767140652157817,0.8979135303882445,0.8846436717731,0.8459559981757309,0.9168351968405081,0.8634990098674621,0.9697521280455269,0.6991211611055442,1.0,0.044741923178618186,0.6860087234693479,0.9368507557852325,0.9640325104636782,0.5670353555574554,0.46601699838221805,0.6341646816506882,0.8450210685848636,0.8991940304798638,-0.7651627194672853,0.8257225958232743,0.7240791736230091,0.7498047746505179,0.8410391829893629,0.916648984150202,0.9008435467326474,-0.7520558807594431,0.9201998516854236,0.8376110760925589,0.8222834604283317,-0.8862249348671113,0.18918922778205208,-0.18178239332742974,0.7284011115609484,0.879404688736096,0.5472000180434605,0.8441217427885996,0.8784200431266279,0.6227907107909495,0.8796011725516341,0.8914459528954318,-0.483742219208273,0.89249382414243,0.6744082339611278,0.8318941404546534,-0.37434992928270705,0.6522807377036448
AXP,0.29394234145814946,0.4814427153055456,0.4251997953188547,0.0647541314653324,0.1306774628286489,-0.38390204634407454,0.2621242316615542,0.2807359576117876,-0.23613461104505326,0.42642095145008213,0.17948556139396182,0.730175361031673,0.339072888088437,0.6797006429021099,0.22009141332850493,0.250629956085804,-0.08741127272827148,0.34332147959879605,0.13055505699079575,0.2610928751300738,0.37773139409422396,-0.039674519853270716,-0.073626014961781,0.5293530069393575,0.055271542587115995,0.3475310965641924,0.1413641714719625,0.08344877220678691,-0.1235489107439815,0.08049041653247209,0.12278912267130998,0.38827902669709974,0.044741923178618186,1.0,0.17980080395614154,0.2421399070292515,-0.032331029880269695,0.7461900571723852,0.06729461987177576,0.6366449111469756,0.10784823606297664,0.29227431391600595,0.35764605459926785,0.30251293693611003,0.04421173640902534,0.33195426235389325,0.3070579108052936,0.25626496771689644,0.08841297600017385,0.25790291699480394,-0.12426945074504357,0.3407934732426302,0.41054748897411525,0.02883033254922361,0.4783318185910767,0.45544055611056417,0.518032810736115,0.09488084484131225,-0.3503676582843542,0.37816060149476294,0.3162176028398686,-0.30648392643170796,-0.15144424179069127,0.158096960284478,-0.46345042039433604,0.06307752929531896,0.5465133741329635,0.3392466054822833,0.6241615219821987,0.5486507521905867
AIG,0.7666989375122576,0.6705982930825242,0.6929317812867123,0.7401356823853412,0.7223029615984948,0.713618118764107,0.7392073176306441,0.5676972701857651,0.5526581523567154,-0.389202521459752,0.8120725934022708,0.04086703168636661,0.660868105044783,0.19942288235864558,0.8126485654879138,0.5756482978127534,0.8709815553270491,0.4767026660642468,0.7750105115715876,0.29169842023569104,0.5813422060010381,0.7202143494212608,0.6106877074969473,0.45924634458844105,0.6996254537093828,0.7321860961561463,0.769091685109468,0.6118730945723853,0.796073736225056,0.7207238466618686,0.7032544918051677,0.7987157484407406,0.6860087234693479,0.17980080395614154,1.0,0.7091890438697034,0.7015223023791576,0.6569496261668983,0.7080898573174707,0.6337819153080628,0.8247451860410822,0.780870358806335,-0.49255261460399724,0.7722216854436613,0.769719272035034,0.59664735336046,0.7987604519439155,0.815597639299694,0.7971298962549915,-0.5988086110337706,0.7727565066337153,0.8108804736212702,0.6286472863752303,0.807778487698581,0.47946203995707243,-0.12583644472192126,0.6192684122372406,0.8457804587936257,0.2908028602767351,0.7011160784868037,0.7813839340816973,0.6968182180137514,0.7679596236188082,0.6972289034801804,0.2235848334986049,0.8659770336193182,0.6924353373574782,0.8721054021078414,-0.4784698128277909,0.766803929675951
AMT,0.9556889517051381,0.7893415826160225,0.8745228203751869,0.9199015749542967,0.950049169247441,0.5259891187113983,0.9581847414538173,0.7896599428821265,0.11428014815681753,-0.46574019737013583,0.9280983446693619,-0.09219717842562794,0.8792192808198864,0.5260678890587324,0.7772445229098824,0.14834357699397066,0.69209278175694,0.841744818471562,0.9412215902059539,-0.0752720967935968,0.9042052522600786,0.9212503155918046,0.23528221044770284,0.09196810756450881,0.9346074640534876,0.9523992669341484,0.9196979039526649,0.8969726440651478,0.8421837543447342,0.9115087444759078,0.9461309465871575,0.6864285881875124,0.9368507557852325,0.2421399070292515,0.7091890438697034,1.0,0.923151438498874,0.7026790628441232,0.41772077802875834,0.7797946064300669,0.8245027174234301,0.9580846569333726,-0.6733367778481618,0.9004724985210081,0.728616495769009,0.8735710355649775,0.8891076021758126,0.9534183622595354,0.9297629060947105,-0.6661802925576285,0.8482092405626381,0.9016475030998647,0.9238105266628595,-0.12441968447552014,0.21916527610337716,-0.18028683476759325,0.8638233974981767,0.8742214666177072,0.44657704237313384,0.9430587084964293,0.9253332852949867,0.46944838889853746,0.7878989316613243,0.9324218647980397,-0.5427162759761418,0.86223914675382,0.8143595426369169,0.9097419172052014,-0.2094530310150249,0.7768757595359239
AWK,0.9175357359920829,0.6147852112162371,0.7702455460253529,0.9465222217361944,0.9330873300796818,0.7124981850413832,0.9149688523217631,0.7572818355470297,0.2409246094585536,-0.605899737340715,0.9081048053210754,-0.33617665587906537,0.8458530172388817,0.3552698182381167,0.7672650738750182,0.12955977078257244,0.766640971011505,0.7833340799978908,0.9295893603002743,-0.17306854010465356,0.8204767190294975,0.9188338934803004,0.250743006606404,-0.05541003514741023,0.9766994170193523,0.8798515910820186,0.9262213164749219,0.9004076396574457,0.9376328742512043,0.9318426609497072,0.9713509431536222,0.6104316411719964,0.9640325104636782,-0.032331029880269695,0.7015223023791576,0.923151438498874,1.0,0.5042884745839088,0.38922908471708056,0.5986428688001555,0.8085051908812668,0.9080592708105912,-0.8007050199290197,0.8515609994549607,0.7015279868836288,0.780495875972681,0.8187302714371816,0.9163340394886166,0.949671328017581,-0.738674025249605,0.9115556081294491,0.7979658324357484,0.8381957018002174,-0.8721731152378339,0.0925928408589788,-0.3397955738950241,0.7488833901636659,0.9173616843052215,0.6334776376195033,0.8440187405504797,0.8982790863593398,0.6517889999506252,0.8404418966506201,0.9336035568429956,-0.6145464654444642,0.8656058968432204,0.6982348816667951,0.8358856819544995,-0.4376869957942157,0.6811809864208316
AMP,0.7816189682999415,0.8784556625044893,0.8386543516770747,0.5958570110178604,0.6101012030744429,0.16986883355874913,0.7253127787266513,0.5378303526899295,0.1241311156267767,-0.07139526646582178,0.721145838005261,0.5590433387064101,0.6885119858803825,0.5766027454009731,0.7417046721534177,0.49060923516344085,0.4795042569961957,0.579708072057192,0.6565900745052689,0.32446071825416073,0.7292191199380903,0.4709542185799775,0.3342059085372242,0.6026975470479596,0.5585508942130413,0.8145001714147149,0.617356541960621,0.42708301279029603,0.47426387907301837,0.5679244190728647,0.6005079304974921,0.7968115260155283,0.5670353555574554,0.7461900571723852,0.6569496261668983,0.7026790628441232,0.5042884745839088,1.0,0.5634000113409154,0.9014207309154039,0.6865380376988071,0.7730770216037847,-0.17244043813279428,0.7481050017668528,0.6149870425278623,0.7170051266037477,0.8235027193413076,0.7411885472306532,0.6198745934843408,-0.33201907932985375,0.4666021401017453,0.8482170341333247,0.7503929749617173,0.41139250935251725,0.5679665945642833,0.25377799311697813,0.7936161933691019,0.5749944045405065,-0.059356491738408415,0.7609990391223396,0.7747046860167917,0.25740735787079777,0.45915337032665043,0.6404122057542511,-0.4641226654406009,0.6274246083370765,0.835326991981557,0.8204094187315414,0.1655094904989985,0.8429552066698998
ABC,0.5251074450883004,0.6768869277978473,0.5440599479517176,0.43792242183068963,0.37175915486810174,0.5950636869656619,0.41961124285311174,0.059803270065374274,0.7019967064706308,-0.3021970025260493,0.5909710372071619,0.3013477909827871,0.2708166577084793,-0.20368677226890114,0.7665818700319373,0.729273275836776,0.710771419779975,0.0011711641436300414,0.5161597371620141,0.6194719600135428,0.25288814008757526,0.23934775674716124,0.875988147999282,0.6971039777170994,0.3958899879156338,0.5001905761838614,0.4099664062805745,-0.09946553798414295,0.57469449554829,0.3559592193549137,0.3681417699488862,0.7731917843564436,0.46601699838221805,0.06729461987177576,0.7080898573174707,0.41772077802875834,0.38922908471708056,0.5634000113409154,1.0,0.46271731128680227,0.7784350378668172,0.4828817255067244,-0.34291834442664837,0.4494906971297993,0.7502991226062024,0.32848142182516527,0.6758705452057204,0.5138964110900972,0.4674691916676547,-0.6024615336523257,0.5744968551464563,0.6735437865436434,0.2516557796976723,0.7879831317059244,0.548459242073664,0.20558364328174553,0.25360207766607834,0.45208228484897706,-0.04965610163275455,0.3459338714380308,0.4684676944562851,0.6979292802339894,0.6912366209496574,0.38380817374642373,0.15962193731728416,0.6889820268556336,0.33133124406857684,0.5958435845713987,-0.4049489059427859,0.4018583792396046
AME,0.8249259693178388,0.8871050236543391,0.8777229201820114,0.7257289344878849,0.7652397384527395,0.1949412149396012,0.8390470946372219,0.6099626115333433,-0.007887185139351875,-0.26170535218158375,0.8082609057091013,0.3675906572150726,0.7879680481582516,0.6689670905232106,0.6753925133053024,0.2834250924472798,0.4950413827461952,0.6970664716185656,0.6914556980388423,0.13644984647485497,0.8644038848655625,0.6550016381983592,0.22059859418039032,0.41422009841857765,0.6162124510378852,0.8433167224460636,0.7644607392246286,0.6852599033779984,0.5235926716521403,0.7233174523907021,0.6831278588373803,0.7059536584072199,0.6341646816506882,0.6366449111469756,0.6337819153080628,0.7797946064300669,0.5986428688001555,0.9014207309154039,0.46271731128680227,1.0,0.6554442936961005,0.8251224239190533,-0.37705000449880804,0.8166017098393528,0.6819996072636718,0.8689125396449695,0.8635463135479733,0.7973948812219814,0.7237873492881151,-0.4711629229858337,0.47990240238192644,0.8499780710463485,0.8140184087610158,0.9087485672490063,0.2779486357971201,-0.009543162767882585,0.8245769609125169,0.6666368552832342,-0.004138341096689027,0.8403877700179749,0.8148799482026167,0.2588138446997739,0.4892773671206524,0.7845037624677454,-0.4478929000571729,0.6213278943941667,0.8747674710805035,0.834123101833388,0.0384398879327199,0.8347092857926259
AMGN,0.8625595881925101,0.8108904569017558,0.8268714648841607,0.8099321448343475,0.7778888170990582,0.7306288511382131,0.797620375398857,0.5127545616185508,0.5000186524193743,-0.4808104664612789,0.8705568092702551,0.037774900167149704,0.6840346038775276,0.15198517136997466,0.9093055323517443,0.47330024150173855,0.8290221441030726,0.4989135189336992,0.856665557051713,0.31979058994121884,0.6597932847893009,0.8058457798323527,0.6439461079405864,0.38655374868951026,0.8159825839702642,0.8344892905840657,0.7851169982766897,0.6354928631460866,0.8567309103219128,0.7512728065148936,0.8026663695821195,0.8129755457164907,0.8450210685848636,0.10784823606297664,0.8247451860410822,0.8245027174234301,0.8085051908812668,0.6865380376988071,0.7784350378668172,0.6554442936961005,1.0,0.8352877157093166,-0.6494039566330795,0.7702896845803288,0.838114150767191,0.6703494472303242,0.870155914310232,0.8600480718488921,0.8318494960085625,-0.771866405073141,0.8750504925601469,0.8795804772736677,0.6804854950148829,0.8102636593408615,0.42817043413819666,-0.016919459048088593,0.6457917883607446,0.80509667855504,0.316695492852908,0.7371555092813357,0.8175995986613336,0.7238221609324998,0.874473159153754,0.7800915813668914,0.24251572962491283,0.915066632181833,0.6499728604998593,0.8628692413211205,-0.41980372002696403,0.6689494069313489
