date,open,high,low,close,volume
2014-01-02,116.2466,116.4073,112.8643,113.3745,801815
2014-01-03,113.639,114.9901,112.7131,113.1572,592376
2014-01-06,113.3084,113.5729,109.293,109.9449,1203921
2014-01-07,110.3134,111.5888,109.9449,111.4755,972329
2014-01-08,111.2582,111.8817,109.5387,110.6252,817050
2014-01-09,110.8803,111.3432,108.8773,110.1622,1068164
2014-01-10,110.1622,110.6252,108.3104,109.9544,1079395
2014-01-13,109.8977,111.1259,109.2269,109.6048,1232516
2014-01-14,109.841,111.6455,109.3025,111.4377,695602
2014-01-15,111.6928,113.0722,111.4093,112.5809,853423
2014-01-16,110.8614,111.0692,109.8032,110.6346,921693
2014-01-17,109.9638,110.9464,109.8882,109.8882,932672
2014-01-21,111.0456,111.3243,109.756,110.7007,629269
2014-01-22,111.192,112.2596,110.5401,110.559,874001
2014-01-23,110.2095,111.3385,110.0677,110.8047,1185959
2014-01-24,97.3226,98.2579,87.3928,93.9969,14629360
2014-01-27,94.8378,94.9889,92.797,93.8079,2629733
2014-01-28,94.5165,96.1227,94.5165,95.9621,1676988
2014-01-29,95.4235,98.4941,94.9606,96.4345,2369693
2014-01-30,96.7273,100.1475,96.7273,99.7034,2020636
2014-01-31,98.2862,100.2419,97.7477,99.7601,1819043
2014-02-03,99.4767,100.3175,94.5165,94.7149,2443694
2014-02-04,95.0834,96.9257,94.8756,95.4897,1578632
2014-02-05,95.1873,95.4566,93.6095,94.4032,1257672
2014-02-06,94.7338,95.9715,94.4787,95.5558,1014249
2014-02-07,96.3022,97.3981,95.4235,96.9257,964376
2014-02-10,96.9635,97.1005,95.4802,96.0943,892818
2014-02-11,95.7448,96.9084,95.6503,96.4722,969307
2014-02-12,96.5667,96.8218,94.7622,95.3479,1377740
2014-02-13,94.0914,94.5921,92.7781,93.0805,2527593
2014-02-14,93.1749,93.4395,89.7926,90.6618,3458969
2014-02-18,88.725,89.4997,83.6704,86.6087,6378663
2014-02-19,87.0905,88.3376,85.8717,86.089,2314751
2014-02-20,86.1835,89.3485,86.0418,89.0273,2315133
2014-02-21,89.632,91.9845,89.1218,90.3028,2402363
2014-02-24,90.0855,90.5579,89.2541,89.3769,1874188
2014-02-25,89.273,89.632,87.4401,88.2337,2454519
2014-02-26,88.0825,88.1392,86.4008,87.1,2842838
2014-02-27,86.6465,88.5738,86.4008,88.1014,1557520
2014-02-28,87.9597,89.0179,87.3739,88.7344,1277411
2014-03-03,88.2904,90.1516,87.8085,89.4336,1385826
2014-03-04,90.9263,91.89,90.6996,91.6727,1242005
2014-03-05,91.4838,92.1451,91.087,91.4365,978274
2014-03-06,91.8345,92.7631,91.6734,92.4314,886177
2014-03-07,93.0094,93.9096,91.9103,93.2084,1509450
2014-03-10,92.9905,93.9948,92.3746,93.9569,1667581
2014-03-11,94.0896,95.7478,93.0094,94.9708,2285071
2014-03-12,94.6486,96.8753,94.3738,95.9278,1989806
2014-03-13,96.1931,96.5341,92.0098,92.7725,2632227
2014-03-14,92.782,93.1705,91.427,91.5313,1633792
2014-03-17,92.2893,93.8811,92.2893,93.3126,942829
2014-03-18,93.6348,94.876,93.0284,94.7339,1115586
2014-03-19,94.8192,95.444,94.1559,94.6013,976159
2014-03-20,94.0801,94.7339,93.1515,94.2886,783694
2014-03-21,95.1887,95.8141,93.3884,93.4074,1620084
2014-03-24,93.8053,94.118,92.005,93.2747,951326
2014-03-25,93.9948,95.0182,93.9285,94.5539,1002699
2014-03-26,94.7529,95.1887,92.3651,92.403,1345438
2014-03-27,92.3177,93.5874,92.0998,92.7536,1007308
2014-03-28,93.2084,95.3962,92.9336,94.3833,1687575
2014-03-31,94.9613,97.1548,94.2128,96.7048,1334281
2014-04-01,97.368,97.7376,96.3637,97.7092,1048336
2014-04-02,97.8323,100.1822,97.7471,98.8272,1687046
2014-04-03,98.7704,99.0783,98.2587,98.9978,931397
2014-04-04,97.5386,97.5954,94.137,95.4446,2652396
2014-04-07,95.3688,96.4679,93.919,94.6676,1192827
2014-04-08,94.876,95.2475,93.8263,93.9854,1165799
2014-04-09,94.4307,95.9846,93.6064,95.9657,963190
2014-04-10,95.7667,96.0889,92.3461,92.4598,1046034
2014-04-11,91.0765,92.005,90.4037,90.5269,1389340
2014-04-14,91.645,92.9147,91.0765,92.0714,1117168
2014-04-15,92.2324,94.4118,92.223,93.9569,1533170
2014-04-16,93.9569,96.231,93.341,96.1173,1239954
2014-04-17,96.1173,99.0262,95.075,95.833,2152224
2014-04-21,96.2026,97.0743,95.8141,96.8185,725604
2014-04-22,97.1501,97.3965,96.4774,96.5153,859075
2014-04-23,96.5342,96.8801,95.3024,95.6625,887321
2014-04-24,96.1931,96.5058,94.9234,95.5677,787072
2014-04-25,95.4256,95.4825,93.7295,94.0612,668118
2014-04-28,94.5918,95.4067,92.8916,94.4686,1427349
2014-04-29,94.7339,95.8046,94.4212,94.8571,659192
2014-04-30,94.895,95.672,94.7245,95.5867,1436635
2014-05-01,95.5109,95.7667,94.3738,94.4876,691168
2014-05-02,94.4876,95.3119,93.9285,94.0896,572653
2014-05-05,93.6822,94.3644,93.0284,94.137,586911
2014-05-06,93.5874,95.1034,93.54,94.0043,760748
2014-05-07,94.4686,94.6865,93.1894,94.3265,522513
2014-05-08,94.1085,95.0371,93.6632,94.3833,608784
2014-05-09,94.2222,94.5065,93.4074,94.3265,362664
2014-05-12,94.8666,97.3491,94.8666,97.3017,790619
2014-05-13,97.5954,98.2208,96.6384,96.8848,509340
2014-05-14,96.8469,96.8848,95.4446,95.5109,511385
2014-05-15,95.3498,95.3924,93.2084,93.7485,964554
2014-05-16,95.0466,98.1924,94.7529,98.0882,1246676
2014-05-19,97.6902,99.3484,97.3586,99.2441,823941
2014-05-20,98.9409,99.6611,98.344,99.5,1200928
2014-05-21,99.699,101.1582,99.5142,101.1297,973781
2014-05-22,101.1203,101.7361,100.305,100.5233,1042796
2014-05-23,100.438,102.172,100.258,101.8214,686436
2014-05-27,102.2383,103.1527,101.7646,102.2478,637294
2014-05-28,102.4089,102.949,101.684,102.1152,766309
2014-05-29,102.3899,102.6827,101.2055,101.7267,601672
2014-05-30,101.6035,101.9541,101.1961,101.8783,1267937
2014-06-02,102.1815,102.1815,100.5802,101.5087,636612
2014-06-03,100.8455,101.3145,99.3389,99.9358,624193
2014-06-04,99.8411,100.0401,98.8462,99.301,949269
2014-06-05,99.7381,101.3247,99.4568,101.0967,863328
2014-06-06,101.1347,102.2937,100.8686,102.1892,438942
2014-06-09,101.9802,103.3388,101.4482,101.7142,577307
2014-06-10,101.7807,101.9422,100.1181,100.8116,472786
2014-06-11,100.4601,100.5931,99.643,100.4506,383442
2014-06-12,100.4981,100.5171,98.332,98.598,678438
2014-06-13,98.8545,99.548,98.3605,99.396,525361
2014-06-16,99.3295,99.9756,98.8735,99.396,442606
2014-06-17,99.111,100.2321,98.7595,99.8521,535617
2014-06-18,100.0706,101.6952,99.9186,101.6192,588931
2014-06-19,101.4577,102.7688,101.2107,102.0752,704003
2014-06-20,102.5027,102.6453,101.7332,102.4552,694680
2014-06-23,102.5313,102.5313,100.7451,101.5907,423408
2014-06-24,101.5147,102.2272,100.7261,100.8781,493863
2014-06-25,100.5171,101.9232,100.4696,101.6952,500327
2014-06-26,101.6952,101.8567,100.2321,101.0396,391023
2014-06-27,100.7166,101.5812,100.3594,100.7831,898452
2014-06-30,100.7831,102.7023,100.7736,102.1417,677151
2014-07-01,102.0752,102.3127,101.3437,101.8472,433988
2014-07-02,101.6097,102.8448,101.5242,102.5978,489615
2014-07-03,103.0443,104.1749,102.7498,103.9279,517433
2014-07-07,103.7283,104.02,102.4933,103.2343,603933
2014-07-08,104.2699,105.2294,102.8923,104.0989,1114650
2014-07-09,104.8589,106.1605,104.4979,106.1415,1112957
2014-07-10,104.7449,106.569,103.9564,106.1985,1467919
2014-07-11,106.018,106.6355,105.3054,106.455,774803
2014-07-14,106.9776,107.6806,106.8446,107.0251,746302
2014-07-15,106.9776,107.6331,106.8161,107.0916,802007
2014-07-16,107.3101,107.8326,106.6545,107.8136,550247
2014-07-17,107.5951,108.6117,107.0821,107.6046,1386614
2014-07-18,107.7091,111.0439,107.1581,110.5593,1961043
2014-07-21,110.2078,111.2624,109.5617,109.6758,1478107
2014-07-22,110.5403,111.3574,110.0938,110.7303,922648
2014-07-23,111.3479,111.3954,109.8753,109.9323,671343
2014-07-24,109.9323,110.5118,109.5808,109.8848,683790
2014-07-25,109.4952,109.7898,108.1937,108.5452,433406
2014-07-28,108.3932,108.5642,105.0774,105.486,1059698
2014-07-29,105.505,105.752,104.0324,104.6119,762142
2014-07-30,105.2959,105.695,104.4219,105.2769,479545
2014-07-31,104.2129,105.0679,103.1298,103.6143,628405
2014-08-01,103.0823,104.4846,101.9897,102.4077,680461
2014-08-04,102.5503,103.4528,102.1227,103.3673,535573
2014-08-05,102.6073,103.4623,102.3412,102.9493,628755
2014-08-06,102.2177,103.3578,102.0182,102.9778,610340
2014-08-07,103.5193,104.1749,101.7807,102.0372,729171
2014-08-08,102.5027,104.2699,101.8662,104.1844,664552
