date,open,high,low,close,volume
2014-01-02,17.2122,17.2562,17.1057,17.2269,4439549
2014-01-03,17.1975,17.2343,16.9625,16.9698,4815938
2014-01-06,17.0212,17.0433,16.8707,16.9919,5085303
2014-01-07,17.0506,17.2313,16.9772,17.1755,4345006
2014-01-08,17.1534,17.2489,16.9919,17.1387,5382959
2014-01-09,17.1387,17.2672,17.0873,17.2636,4450429
2014-01-10,17.3223,17.4031,17.1755,17.2342,7752800
2014-01-13,16.7642,16.9257,16.2649,16.3016,13523675
2014-01-14,16.353,16.4999,16.1988,16.309,8223425
2014-01-15,16.3383,16.8744,16.3163,16.8377,9104044
2014-01-16,16.8817,17.1938,16.823,16.9552,7495934
2014-01-17,16.9552,17.1755,16.8524,17.0873,6856307
2014-01-21,17.1241,17.2048,16.9845,17.1094,5674805
2014-01-22,17.0947,17.3884,17.0359,17.3443,6258100
2014-01-23,17.2195,17.3957,17.2048,17.3443,7558764
2014-01-24,17.3223,17.3223,17.0947,17.1094,6865108
2014-01-27,17.1167,17.2048,16.801,16.8083,7857320
2014-01-28,16.9552,17.2819,16.823,17.1094,7896141
2014-01-29,16.9258,17.8216,16.9258,17.7335,15866945
2014-01-30,16.6321,16.8891,15.9124,16.4338,22854876
2014-01-31,16.1988,16.2943,15.7215,15.7215,15113595
2014-02-03,15.6628,15.7142,15.1855,15.2369,12470264
2014-02-04,15.3691,15.4058,14.9725,14.9909,12517820
2014-02-05,14.9652,15.1561,14.9432,15.0827,9493950
2014-02-06,15.046,15.1855,14.9138,15.0313,7224823
2014-02-07,15.1561,15.3764,15.0753,15.347,7659457
2014-02-10,15.2516,15.4205,15.2369,15.3397,5622010
2014-02-11,15.3544,15.6481,15.347,15.5893,8004725
2014-02-12,15.7225,15.8556,15.5376,15.6929,5619240
2014-02-13,15.5819,15.8408,15.5524,15.7964,6851479
2014-02-14,15.7742,15.8408,15.6781,15.789,5310473
2014-02-18,15.6115,15.7446,15.2861,15.3009,8374843
2014-02-19,15.3675,15.3675,15.1604,15.19,7849762
