date,MMM,ABT,ABBV,ACN,ATVI,AYI,ADBE,AMD,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANDV,ANSS,ANTM,AON,AOS,APA,AIV,AAPL,AMAT,APTV,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AZO,AVB,AVY,BHGE,BLL,BAC,BK,BAX,BBT
2014-04-10,133.97,37.26,47.35,76.83,19.38,122.4,61.49,3.85,118.61,14.43,71.87,182.03,61.76,54.05,115.85,52.88,45.835,65.13,71.48,144.19,50.61,50.68,191.29,253.76,28.26,55.51,546.69,540.95,37.82,317.11,40.17,35.29,50.99,85.36,50.06,81.55,45.53,105.04,65.0,49.7,114.11,45.525,96.58,52.49,48.11,75.02,95.74,79.88,22.34,82.72,29.6,74.7828,19.09,,44.17,38.1,43.66,63.77,35.12,45.97,75.22,514.59,132.82,49.17,,27.375,16.12,33.33,72.26,38.89
2014-04-11,132.39,37.02,46.46,77.09,19.04,123.56,60.5,3.65,116.25,14.15,70.82,179.3,60.83,52.77,115.14,52.61,45.26,64.86,71.15,139.61,49.39,50.01,188.83,246.38,28.375,55.29,537.76,530.6,37.65,311.73,40.5,33.6799,50.9,84.54,49.4,80.55,45.5,101.74,64.17,50.32,111.94,45.265,96.48,52.09,47.47,73.7,95.05,79.43,22.655,82.09,29.11,74.2299,19.12,,44.41,37.62,44.38,63.22,35.2,45.19,73.73,511.28,132.25,48.63,,26.97,15.77,33.12,71.98,38.65
2014-04-14,133.15,37.74,46.83,77.82,19.24,122.49,61.39,3.71,117.2,14.31,70.77,181.14,61.19,52.65,115.19,52.96,44.675,65.59,72.46,141.97,49.15,49.77,189.13,251.77,28.55,55.2,545.2,532.52,38.25,315.91,40.97,33.37,51.28,85.5,49.57,81.31,45.75,101.91,64.51,50.56,113.32,45.61,97.31,52.46,49.43,73.84,95.38,80.44,22.365,82.57,29.18,74.5256,19.02,,44.69,38.58,44.74,63.54,35.36,45.83,74.24,515.28,133.25,49.16,,26.925,16.0,33.23,72.76,38.84
2014-04-15,134.09,37.97,47.86,78.92,19.07,123.55,62.105,3.79,117.54,14.33,71.63,181.98,61.63,53.11,116.31,53.57,44.925,65.62,73.68,145.42,51.05,49.96,193.94,257.36,28.95,55.56,548.7,536.44,38.21,316.08,41.75,33.72,52.32,86.04,49.84,81.68,45.66,103.36,64.22,50.76,115.0,45.68,97.94,53.18,51.25,73.94,96.47,81.25,22.85,83.33,29.23,73.9942,18.86,,44.27,39.15,45.02,63.77,35.68,46.82,75.08,519.7,134.55,49.55,,27.66,16.39,33.25,73.36,39.15
2014-04-16,136.77,38.38,48.12,79.11,19.45,126.26,63.04,3.76,119.51,14.35,69.87,184.95,62.61,53.68,118.68,54.52,46.16,66.28,73.98,149.05,51.68,50.23,199.38,264.07,29.17,55.99,563.9,556.54,38.36,323.68,41.9,35.51,52.5,87.4,50.39,82.38,45.97,104.83,64.95,51.59,115.54,46.69,98.25,52.15,52.05,75.07,95.65,82.36,22.975,84.17,29.78,74.1442,18.92,,45.02,40.26,45.27,64.96,36.1,47.55,75.43,522.14,135.2,50.24,,28.02,16.13,33.42,73.45,39.34
2014-04-17,137.73,38.93,48.55,78.9,19.69,125.99,64.04,3.69,120.84,14.26,67.77,186.64,63.05,54.65,117.94,54.3,46.47,66.68,73.28,149.8,53.4,50.15,197.39,245.06,28.865,55.77,543.34,536.1,38.45,324.91,40.99,35.4,51.73,86.22,50.82,82.65,45.67,106.03,64.68,52.03,115.46,47.06,98.96,52.85,52.88,75.81,92.0,82.14,23.265,85.11,29.63,74.9914,18.99,,45.04,40.68,45.17,65.95,36.04,48.49,76.31,516.16,133.64,50.68,,28.12,16.15,33.76,72.81,37.93
2014-04-21,138.62,38.71,49.43,79.71,19.69,127.63,64.3,4.12,121.4,14.14,67.89,185.26,62.69,54.69,117.55,54.42,46.31,67.2,73.43,152.19,52.25,50.63,202.91,244.21,28.73,55.77,539.37,528.62,38.42,330.87,40.66,35.67,51.65,86.67,50.81,83.09,45.79,106.11,64.8,51.96,117.02,47.18,99.02,52.9,53.27,74.72,93.03,82.03,23.41,85.8,29.88,75.8814,19.14,,44.89,40.47,45.19,65.91,36.06,48.4,76.06,519.4,134.25,50.98,,28.055,16.09,33.71,73.15,37.8
2014-04-22,138.89,38.6,50.01,79.64,19.9,126.74,64.48,4.3,121.61,14.14,68.71,186.34,62.78,54.97,119.17,54.71,46.895,67.74,73.61,156.1,52.06,51.0,205.67,241.76,28.785,56.02,545.5,534.81,38.64,329.32,40.68,36.16,51.67,87.07,51.0,83.93,46.01,106.79,64.68,52.02,119.3,47.505,98.97,53.3,53.13,74.76,94.19,82.24,23.365,86.2,30.35,75.9569,19.36,,44.61,40.53,45.04,66.39,36.29,49.01,76.33,521.55,134.57,51.76,,27.805,16.29,33.75,72.38,38.11
2014-04-23,137.99,38.6,50.14,79.11,19.63,127.34,64.39,4.25,122.15,14.28,68.91,185.91,62.7,55.01,118.47,53.77,47.98,67.07,73.59,152.23,52.45,50.4,203.51,242.08,28.905,56.19,537.51,526.94,38.31,324.58,41.03,37.09,51.9,87.13,51.64,84.03,45.86,106.44,64.84,51.79,113.315,47.765,98.98,53.29,53.78,75.61,94.69,82.06,23.635,87.58,30.05,74.9642,19.25,,44.73,40.89,44.95,66.63,34.92,48.23,76.29,526.25,133.35,49.46,,27.735,16.37,34.21,72.24,38.05
2014-04-24,136.65,38.43,49.32,78.36,19.57,125.49,63.22,4.28,122.34,14.51,72.96,185.69,62.16,55.28,118.45,53.35,47.375,66.84,74.01,156.01,50.798,50.24,202.63,241.3,28.94,56.4,534.44,525.16,38.4,337.15,41.12,37.26,52.33,87.41,52.49,83.56,46.0,105.85,64.89,51.92,113.72,48.16,100.19,53.7,54.21,76.66,96.54,82.19,23.835,87.96,30.5,81.1099,19.37,,44.63,40.74,44.67,67.17,34.5,47.72,76.62,525.88,133.94,49.01,,27.7,16.34,33.62,72.3,37.81
2014-04-25,136.56,38.03,49.14,78.43,19.46,123.91,61.61,4.05,120.63,14.44,71.25,182.49,61.84,54.39,117.12,52.03,46.715,65.85,73.37,153.19,50.0,49.54,198.07,236.12,29.375,56.11,523.1,516.18,39.11,303.83,41.52,36.0,53.38,87.03,51.61,83.08,46.12,103.53,62.83,51.49,111.41,47.355,99.5,51.42,55.0,76.64,96.0,84.95,23.58,87.28,30.43,81.7056,18.62,,44.42,39.99,44.48,66.71,34.49,47.0,75.66,522.32,135.33,48.62,,27.975,15.95,33.6,72.32,37.33
2014-04-28,137.23,38.37,50.87,79.07,19.33,122.66,60.4,3.96,121.44,14.35,70.37,179.77,61.85,53.73,117.02,51.14,46.685,66.02,73.68,151.64,49.17,48.82,196.9,234.94,29.18,56.84,522.98,517.15,39.93,296.58,41.29,35.16,54.44,87.06,52.11,83.46,46.45,103.51,63.45,51.78,111.48,47.365,99.36,50.99,55.82,76.5,94.96,84.25,23.37,86.81,30.67,84.8699,18.67,,44.38,39.72,44.64,66.02,35.08,46.62,75.68,531.45,136.84,48.58,,28.095,14.95,33.36,73.29,37.16
2014-04-29,137.55,38.54,51.37,79.68,19.69,123.91,60.91,4.03,119.83,14.32,70.46,195.11,63.36,53.3,117.13,52.48,46.97,66.59,73.48,157.32,50.06,48.9,197.81,239.86,29.07,56.89,536.33,527.7,40.12,300.38,41.27,35.51,53.88,87.79,52.81,83.0,45.89,109.55,63.99,52.26,111.9,47.495,100.12,51.19,55.7,76.24,95.39,84.66,23.395,87.83,30.72,84.6185,19.07,,43.23,40.32,44.56,66.7,35.42,47.57,76.99,529.62,136.54,48.49,,28.045,15.24,33.82,72.94,37.23
2014-04-30,139.09,38.74,52.08,80.22,20.01,124.57,61.69,4.09,121.29,14.45,71.45,198.2,62.72,54.04,117.52,53.07,47.04,67.04,73.82,158.2,50.39,49.35,204.33,241.9,29.24,56.95,534.88,526.66,40.11,304.13,41.31,35.07,53.81,87.43,53.13,83.52,45.53,111.63,65.18,52.72,111.75,47.675,99.02,51.29,56.29,76.31,100.68,84.88,23.38,86.8,30.83,84.2985,19.06,,43.73,40.41,45.02,67.41,35.7,48.02,77.96,533.89,136.55,48.66,,28.095,15.14,33.87,72.79,37.33
2014-05-01,140.81,38.67,51.61,79.84,19.97,123.63,62.59,4.2,120.98,14.73,71.44,195.87,63.17,54.47,117.42,54.53,47.99,67.74,73.57,159.8,51.0,51.25,207.77,239.68,29.39,57.29,538.53,531.35,39.83,307.89,41.29,36.39,53.87,86.82,52.94,86.23,46.22,111.6,64.87,52.75,112.76,48.165,99.55,50.82,57.06,72.49,100.77,85.39,23.605,87.04,31.15,84.4971,18.88,,43.24,40.92,45.08,67.63,35.58,48.42,77.62,526.79,136.37,48.48,,28.47,15.09,33.95,74.39,37.24
2014-05-02,140.12,38.56,51.18,79.36,19.94,123.75,61.56,4.12,121.69,14.33,71.49,196.96,63.15,54.54,118.22,53.18,47.8,68.1,74.3,155.12,50.43,50.7,202.34,238.89,28.855,57.18,533.87,527.93,39.97,308.01,40.2,36.49,52.83,86.93,52.35,87.0,46.17,112.34,64.27,52.7,112.42,47.87,99.57,51.41,55.86,74.0,100.87,85.04,23.89,86.96,31.37,84.6542,18.96,,43.55,41.16,44.65,68.02,35.63,47.68,77.54,529.54,137.07,48.39,,27.84,15.25,34.43,74.71,37.39
2014-05-05,140.61,38.84,51.36,79.0,19.42,124.34,61.44,4.09,121.03,14.29,72.29,195.7,62.68,55.33,119.35,54.13,47.585,68.57,74.25,159.7,50.33,50.06,207.9,240.17,29.215,57.12,535.33,527.81,39.89,310.05,40.62,36.6,53.36,87.36,52.72,88.4,46.56,112.16,65.1,52.95,113.18,48.27,99.49,51.18,55.05,74.8,102.44,85.15,23.695,86.96,31.47,85.8513,18.97,,43.41,40.59,44.75,67.75,35.76,47.52,77.87,530.06,138.24,48.45,,28.245,15.08,34.3,74.51,37.5
2014-05-06,139.29,38.58,50.91,78.73,19.31,122.61,59.44,4.01,120.49,14.19,72.08,192.64,61.85,55.01,118.79,52.4,47.345,68.24,74.68,155.66,49.03,49.89,203.19,239.01,28.995,56.57,522.57,515.14,39.76,297.38,40.33,36.67,52.85,86.2,50.54,87.2,46.18,110.61,64.77,52.51,112.28,47.66,102.73,50.74,55.02,74.65,102.33,84.76,23.3,86.42,31.41,84.9156,18.86,,43.14,39.93,44.37,66.66,35.49,47.03,77.06,526.73,137.52,47.9,,28.41,14.73,33.6,73.97,36.95
2014-05-07,141.14,38.69,52.79,78.21,21.01,121.81,58.63,3.97,119.45,14.47,74.05,196.04,62.59,55.03,119.92,51.86,47.035,68.5,74.77,153.68,48.19,49.93,202.0,233.67,29.41,57.82,518.0,509.96,40.06,292.71,40.98,37.22,53.5,87.98,51.66,88.35,46.92,111.58,64.54,53.02,112.77,47.835,101.9,50.8,54.05,75.49,104.74,86.36,23.305,87.76,31.79,84.6185,18.99,,44.27,39.96,44.64,66.32,35.76,46.76,77.46,524.6,139.11,48.86,,28.93,14.8,34.3,74.74,37.29
2014-05-08,140.83,38.73,52.15,78.83,20.8,119.24,59.08,3.93,122.46,14.08,73.7,192.2,63.02,55.3,119.04,52.21,47.35,68.14,74.74,151.05,48.04,49.36,197.05,235.51,29.16,57.98,520.17,511.0,40.11,288.32,40.3,38.25,53.06,88.62,52.37,88.25,46.73,111.34,64.4,53.13,110.78,47.755,100.01,51.31,53.62,74.51,103.28,85.68,23.48,88.03,31.78,83.9985,19.32,,44.07,39.84,45.04,66.9,36.4,46.82,77.85,530.86,139.65,48.71,,29.06,14.93,34.47,74.83,37.33
2014-05-09,141.34,38.99,52.26,78.74,20.79,119.93,59.59,3.87,124.56,14.04,74.47,191.68,62.98,55.39,118.72,52.82,47.33,68.27,74.97,152.87,49.45,50.0,196.18,236.42,28.75,58.13,526.62,518.73,40.2,292.24,39.31,38.26,52.32,88.84,52.28,88.65,46.26,111.23,65.58,52.97,111.4825,48.0,100.58,51.25,53.06,75.14,104.51,85.53,23.565,88.89,31.5,83.6488,19.305,,44.39,39.75,45.42,67.64,36.44,46.85,78.07,535.92,139.33,48.62,,29.32,14.74,34.1,75.06,37.61
2014-05-12,142.82,39.27,52.37,79.19,20.67,122.35,60.7,3.97,125.25,14.01,75.77,195.68,63.34,56.41,119.88,53.43,48.945,69.36,75.29,161.1,51.3,50.48,203.19,242.62,28.595,58.35,538.43,529.92,40.37,302.86,38.75,39.39,51.76,89.66,53.38,88.31,46.31,112.72,66.67,53.61,111.73,48.315,101.06,52.23,53.73,75.88,107.01,86.22,24.305,90.04,31.56,84.6899,19.47,,44.67,41.43,45.86,68.23,36.57,48.61,78.89,543.38,140.44,48.96,,29.495,15.07,34.78,75.37,38.19
2014-05-13,142.43,39.66,52.2,79.68,20.5,122.4,60.81,4.03,123.41,14.09,75.31,193.34,63.73,56.83,119.3,53.3,48.91,69.07,75.0,161.5,51.01,50.48,206.97,244.0,28.675,58.4,541.54,533.09,40.61,304.64,38.81,39.31,52.23,89.09,53.96,88.53,47.06,111.9,66.85,53.35,110.81,48.06,100.88,51.47,54.63,74.6,106.45,86.44,23.875,90.02,31.25,84.8228,19.11,,44.31,41.37,45.64,68.45,36.2,48.32,78.92,533.11,139.14,48.42,,29.39,15.03,34.86,75.41,37.9
2014-05-14,141.6,39.93,52.87,78.85,20.28,120.95,60.88,3.98,123.14,14.18,75.39,190.46,62.9,55.85,119.7,54.06,48.51,68.98,75.24,159.72,50.09,49.79,206.08,241.04,28.785,58.09,534.41,526.65,40.33,297.62,39.27,38.84,52.36,88.46,53.39,88.76,47.06,110.47,67.3,52.79,112.07,47.785,101.53,51.06,54.62,74.32,105.67,85.92,23.635,89.87,30.94,84.8385,18.95,,43.85,40.68,45.18,67.65,36.39,48.07,78.09,529.4,139.08,48.12,,29.845,14.84,34.18,75.45,37.2
2014-05-15,140.98,39.24,52.69,78.42,20.08,119.83,60.2,3.96,124.23,14.2,74.73,185.89,61.89,54.49,116.98,53.51,47.825,67.67,75.43,157.71,49.69,48.29,205.55,234.98,28.67,57.56,529.12,519.98,40.05,295.19,39.37,38.19,52.02,87.6,52.86,88.66,47.38,108.23,67.5,52.32,110.29,47.4,99.55,50.78,54.58,73.71,104.93,86.21,23.64,88.92,30.92,84.1171,18.69,,43.53,39.96,44.95,66.99,36.52,47.82,76.75,524.28,140.23,47.43,,29.725,14.55,33.65,74.58,36.81
2014-05-16,141.13,39.06,52.93,79.53,20.35,121.55,61.64,4.02,121.67,14.22,74.36,185.03,61.46,55.03,118.5,53.33,47.805,67.72,75.98,157.93,50.35,49.28,207.5,239.91,28.77,57.74,528.3,520.63,40.69,297.7,39.22,38.525,52.7,93.56,52.5,88.86,47.26,108.87,68.31,52.73,111.94,47.745,99.07,51.6,55.13,74.22,105.12,86.64,23.915,88.78,31.3,85.3585,20.21,,43.82,40.35,45.33,66.53,36.74,51.6699,77.81,527.02,140.63,47.16,,29.92,14.51,34.03,74.64,36.83
2014-05-19,141.67,39.63,54.11,79.56,20.78,122.0,62.2,4.09,122.8,14.0,75.41,188.5,62.15,54.97,118.23,53.34,48.505,67.89,75.66,158.42,50.79,50.21,208.56,239.77,28.34,58.2,538.83,528.86,40.21,296.755,38.54,38.57,51.02,88.12,55.69,87.84,46.85,109.69,69.42,52.65,112.08,47.885,100.04,51.98,55.37,74.8,106.43,86.94,24.445,89.33,31.16,86.3699,20.12,,43.89,40.53,45.3,66.51,36.38,51.55,78.05,532.76,140.86,47.31,,30.195,14.67,34.1,74.12,38.76
2014-05-20,140.23,39.54,53.54,78.4,20.83,120.55,61.71,4.05,122.11,13.83,75.21,184.37,61.59,54.31,116.75,52.24,47.905,67.47,75.17,155.85,50.04,50.5,206.1,238.03,28.235,58.08,540.39,529.77,40.03,301.19,38.43,38.24,50.96,87.09,52.49,88.03,46.82,108.4,69.79,51.63,112.22,47.3,99.03,51.98,54.72,73.57,106.0,87.02,24.09,89.73,31.21,86.3871,19.87,,43.33,39.45,45.4,66.31,35.5,51.07,77.56,528.74,140.35,46.66,,30.005,14.53,34.08,74.18,37.09
2014-05-21,140.66,39.56,53.27,79.37,20.87,122.56,62.47,4.1,122.58,13.58,75.6,186.26,62.17,54.99,118.51,53.88,47.94,68.07,74.98,156.6,52.71,50.71,208.25,242.39,28.285,58.42,549.7,538.94,40.64,305.01,38.05,38.32,51.11,87.86,53.51,88.38,46.82,110.14,70.71,52.15,113.49,47.575,100.67,51.33,54.28,73.83,107.12,87.73,24.14,90.29,31.09,86.6156,20.0,,43.86,39.36,45.85,66.56,35.27,50.93,77.72,534.87,139.83,47.01,,29.985,14.61,34.33,74.36,37.37
2014-05-22,140.31,39.65,53.63,79.45,20.53,123.7,63.15,4.01,122.5,13.68,75.5,189.83,61.86,55.54,118.19,53.48,48.425,68.07,74.61,160.48,52.72,51.49,212.52,243.94,28.49,58.35,555.45,545.06,40.68,304.91,38.73,38.72,51.49,88.15,53.54,88.46,47.29,110.56,71.35,52.36,114.86,47.715,101.58,51.74,54.42,74.27,107.34,88.02,24.35,90.34,31.05,86.7528,19.89,,43.65,39.69,45.89,66.54,35.38,51.51,78.08,541.66,139.36,48.24,,29.965,14.71,34.57,74.54,37.44
2014-05-23,141.14,39.6,53.95,79.79,20.68,124.65,64.3,4.02,123.24,13.61,76.39,189.85,61.31,56.18,118.74,53.65,49.025,68.66,75.2,162.3,54.13,52.46,213.77,248.88,28.545,58.38,563.8,552.7,40.68,312.24,38.64,39.11,51.41,88.78,53.6,88.41,47.61,110.93,71.64,52.49,114.33,47.855,101.35,52.39,54.25,74.88,108.82,88.43,24.8,90.18,31.24,87.7328,20.04,,43.56,40.56,45.95,66.57,35.32,52.0,78.85,540.9,140.06,48.2,,30.11,14.72,34.59,74.57,37.73
2014-05-27,141.44,39.58,53.99,80.1,20.58,126.25,65.25,4.04,121.44,13.77,77.4,190.74,61.34,56.28,118.79,54.61,49.11,68.58,74.85,168.2,53.69,52.47,214.35,252.89,28.695,58.46,574.87,565.95,40.77,310.82,38.91,39.35,52.7,91.39,53.75,89.0,47.42,111.42,72.4,52.76,115.89,47.75,101.33,53.02,54.42,74.47,108.48,89.17,24.905,90.36,31.44,89.3756,20.58,,44.32,40.44,46.1,67.67,35.21,52.47,79.3,520.25,140.62,48.61,,30.235,15.22,34.65,74.16,37.97
2014-05-28,141.43,39.67,54.07,79.58,20.33,124.78,64.84,4.0,121.11,13.87,76.7,186.53,60.95,57.11,118.31,54.35,49.705,68.44,74.86,167.65,53.18,52.94,210.33,253.3,28.97,58.18,570.45,561.68,40.77,310.16,39.18,39.8,52.94,91.06,53.48,89.19,47.6,111.18,72.68,52.84,115.67,47.655,102.0,52.45,55.42,74.05,107.88,89.12,24.865,91.76,31.33,89.1442,20.54,,44.29,40.11,45.87,67.39,35.34,51.72,78.87,533.34,140.27,48.82,,30.05,15.14,34.37,74.3,38.13
2014-05-29,142.39,39.6,54.03,80.42,20.75,125.57,65.45,4.03,122.31,13.96,77.19,189.65,61.44,56.96,120.22,54.77,49.705,69.33,75.47,167.52,55.12,53.52,213.45,256.83,28.875,58.3,570.56,560.08,41.31,313.78,38.91,39.82,52.79,91.28,54.18,89.38,47.64,112.82,73.28,53.06,116.0,47.96,103.31,52.26,56.82,73.92,108.55,89.8,24.845,93.06,31.41,90.7685,20.28,,44.64,40.74,45.96,67.75,35.39,52.69,79.56,527.47,140.36,49.21,,30.14,15.15,34.58,74.4,37.89
2014-05-30,142.55,40.01,54.33,81.45,20.78,125.51,64.54,4.0,124.17,14.1,77.55,188.6,61.23,56.94,119.97,54.34,49.23,69.19,76.09,166.32,54.61,52.39,211.54,256.05,29.15,58.26,571.65,559.89,41.56,312.55,39.35,40.16,53.35,91.5,54.07,89.63,48.61,112.61,73.18,53.08,115.99,47.9,102.86,52.38,56.2,73.45,108.36,89.94,24.69,93.22,31.48,90.4285,20.19,,44.94,40.83,45.83,67.81,35.47,52.37,79.68,532.5,141.84,50.7,,30.18,15.14,34.56,74.41,37.92
2014-06-02,142.32,39.8,54.15,81.27,20.62,125.56,64.64,3.97,124.47,14.1,77.86,190.38,61.47,56.89,121.83,54.36,50.035,69.66,76.89,167.05,55.01,52.07,213.37,260.83,29.105,58.67,564.34,553.93,41.25,308.84,39.04,41.22,53.48,91.89,54.26,88.39,48.22,113.94,73.21,52.94,116.45,48.415,102.51,52.37,56.08,73.8,108.35,89.91,24.89,92.64,31.46,89.8071,20.52,,44.85,41.49,46.16,68.32,35.44,52.52,79.38,531.43,141.85,49.94,,30.04,15.26,34.65,74.23,38.08
2014-06-03,142.89,39.82,54.37,81.87,20.75,124.88,64.09,3.94,125.23,14.19,78.5,190.7,61.41,57.22,121.54,55.09,49.945,70.02,76.99,168.22,53.89,52.41,215.29,257.47,29.05,58.58,554.51,544.94,41.24,307.19,39.31,41.44,53.94,91.73,54.59,88.72,48.05,114.72,73.09,52.96,117.12,48.235,101.84,52.47,57.4,74.23,108.01,89.53,24.46,92.0,31.53,91.0771,21.42,,44.35,40.95,46.04,68.41,35.2,53.15,78.71,528.11,142.37,49.43,,30.515,15.21,34.58,74.0,38.16
2014-06-04,142.26,39.75,54.58,83.45,20.73,124.88,64.17,4.04,126.46,13.97,79.39,193.75,61.93,57.45,120.45,55.19,49.615,70.85,77.02,169.59,53.37,53.15,211.0,257.69,29.095,58.62,553.76,544.66,41.23,306.78,39.18,42.82,53.99,91.81,54.87,89.01,47.94,115.11,73.66,52.85,119.15,48.05,102.04,52.49,57.66,74.64,108.63,89.76,24.61,92.5,31.6,92.1171,21.56,,44.31,41.46,46.22,69.21,35.05,53.03,78.83,541.15,142.64,49.5,,30.26,15.21,34.62,73.0,38.15
2014-06-05,143.71,40.15,55.3,83.58,20.71,128.02,65.47,4.08,127.43,14.28,79.12,198.55,61.95,58.6,122.86,55.9,49.45,71.47,78.3,169.5,53.56,54.31,208.0,258.34,29.35,59.11,564.93,553.9,41.29,323.57,39.61,42.41,54.17,92.8,54.95,89.73,48.12,115.79,72.79,53.27,117.74,48.435,102.21,52.57,58.3,74.96,107.26,90.06,24.725,93.17,31.93,92.4785,21.78,,44.97,42.0,45.89,69.39,35.1,53.72,78.7,537.94,144.41,49.62,,30.51,15.43,34.95,73.91,38.38
2014-06-06,144.64,40.05,55.1,83.53,20.92,130.82,66.91,4.06,128.41,14.46,79.47,201.58,62.53,59.01,123.55,57.47,49.955,72.18,77.78,170.2,53.37,55.83,209.09,266.2,29.345,59.32,566.03,556.33,41.39,329.67,39.37,43.88,54.07,94.91,55.29,90.42,47.95,118.04,72.5,53.8,117.82,48.795,102.33,52.69,58.22,75.83,106.13,90.51,24.995,94.31,31.8,92.2242,21.82,,45.18,43.05,45.93,69.27,35.02,54.87,79.61,540.78,142.56,49.76,,30.545,15.59,35.19,73.8,38.69
2014-06-09,145.32,40.13,53.84,84.26,21.29,132.62,66.93,4.07,127.71,14.39,79.17,201.02,63.07,59.28,122.95,58.13,49.505,72.23,77.18,167.81,53.15,56.35,208.32,267.25,29.215,59.16,570.73,562.12,41.61,327.5,39.0,43.59,53.49,95.57,55.07,89.66,48.11,117.77,72.34,54.2,116.4,49.1,103.07,55.31,57.18,76.51,105.28,90.61,25.535,94.65,31.34,93.7,21.91,,45.14,43.05,45.88,68.83,35.01,54.51,80.0,532.57,139.92,50.08,,30.615,15.84,35.44,73.64,39.1
2014-06-10,144.97,40.53,53.97,83.64,21.45,131.15,66.96,4.2,126.97,14.29,80.27,200.17,63.29,58.89,123.32,58.11,49.37,72.22,76.65,166.9,52.47,56.73,207.39,265.93,29.045,59.18,568.3,560.55,42.35,332.41,38.5,43.66,53.46,95.28,55.01,89.32,47.82,117.65,72.01,54.09,117.1,48.83,103.92,55.79,56.22,75.96,105.7,90.4,25.455,95.05,31.49,94.25,21.89,,45.14,42.69,45.65,68.57,34.94,54.08,79.4,532.48,139.09,50.18,,30.7,15.92,35.48,73.74,39.09
2014-06-11,144.41,40.0,54.23,82.94,21.48,131.12,67.46,4.29,126.14,14.23,80.98,199.26,62.4,58.91,121.99,58.3,48.42,71.6,76.4,167.46,51.6,56.34,210.67,267.04,28.64,59.08,567.5,558.84,42.59,335.2,38.1,42.29,52.53,95.08,54.78,88.77,47.67,116.78,71.92,53.8,116.34,49.03,108.32,55.63,56.92,75.53,107.68,90.34,25.395,95.41,31.56,93.86,21.89,,44.66,42.54,45.91,68.17,34.81,54.09,78.54,529.1,138.95,49.69,,30.46,15.59,35.38,73.26,38.93
2014-06-12,143.07,39.81,53.66,82.42,21.32,128.22,66.56,4.29,124.28,14.17,80.87,197.94,62.08,58.4,119.54,58.51,46.485,70.83,76.91,165.97,50.81,56.12,208.28,263.2,28.76,58.71,559.5,551.35,41.28,325.91,38.27,40.2,52.59,94.76,54.42,88.24,47.85,115.82,71.46,53.25,116.2,48.505,107.73,55.44,57.54,75.6,107.1,89.53,25.06,96.31,31.54,92.29,21.75,,43.47,42.03,45.7,67.63,34.83,53.85,78.25,524.37,139.29,49.48,,30.29,15.42,35.31,73.0,38.44
2014-06-13,143.36,39.79,54.16,82.73,21.41,128.93,66.82,4.28,124.8,14.2,80.94,196.97,61.96,58.5,121.13,58.84,47.57,71.0,76.73,163.73,50.78,56.09,209.0,269.82,28.83,59.01,560.35,551.76,41.45,326.27,38.4,40.38,52.78,94.85,54.7,88.44,47.94,116.05,71.78,53.27,116.03,48.41,109.37,55.62,57.78,75.66,106.88,89.93,24.965,97.66,32.07,91.28,22.37,,43.84,43.56,45.44,67.53,35.03,54.25,78.81,523.1,140.02,49.74,,30.435,15.44,35.36,73.12,38.39
2014-06-16,143.32,39.9,54.0,82.82,21.43,129.53,67.62,4.44,125.01,14.43,80.57,200.92,62.14,58.32,120.52,60.25,46.705,70.44,76.56,162.82,50.95,57.13,210.38,273.65,29.18,58.81,552.3,544.28,41.81,327.62,38.81,41.06,53.09,94.37,54.98,87.93,48.1,115.74,71.52,53.03,116.16,48.24,108.36,55.5,58.0,75.27,106.1,89.76,24.82,98.2,31.86,92.2,22.35,,44.22,43.05,45.56,66.92,34.98,54.58,78.65,524.81,139.15,50.21,,30.265,15.28,34.86,73.27,38.2
2014-06-17,143.69,39.86,54.3,82.51,21.81,131.95,67.54,4.47,125.95,14.56,80.57,203.59,62.96,58.87,121.6,60.59,47.47,71.34,76.86,160.15,51.055,57.25,215.06,272.49,29.155,59.21,550.615,543.01,41.68,325.62,38.67,41.87,52.81,94.66,55.22,88.23,48.23,116.92,71.74,53.27,116.17,48.375,107.41,55.7,58.8,75.43,106.06,89.98,24.895,98.0,31.58,92.08,22.49,,44.41,43.44,45.95,67.45,35.02,54.63,78.22,524.34,140.25,50.61,,30.41,15.59,35.61,73.17,38.52
2014-06-18,144.33,40.37,54.57,82.69,21.82,132.74,73.08,4.4,129.72,15.03,80.98,202.87,63.03,59.27,130.72,61.07,47.58,71.08,77.37,160.43,51.83,57.34,217.0,272.75,29.66,59.16,560.66,553.37,42.35,334.38,39.64,42.66,54.12,95.56,55.59,88.07,48.64,118.2,72.1,53.45,117.49,48.5,109.58,55.13,59.78,75.93,106.25,90.9,24.865,99.6,31.78,92.18,22.37,,44.43,43.92,46.38,67.71,35.2,56.96,78.61,526.98,140.75,50.87,,30.47,15.65,35.91,73.8,38.87
