date,MMM,ABT,ABBV,ACN,ATVI,AYI,ADBE,AMD,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANDV,ANSS,ANTM,AON,AOS,APA,AIV,AAPL,AMAT,APTV,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AZO,AVB,AVY,BHGE,BLL,BAC,BK,BAX,BBT
2013-02-08,102.66,34.41,36.25,73.31,13.41,70.09,39.12,2.59,78.9,11.07,50.6,146.45,50.35,45.08,88.35,35.42,24.335,62.66,72.62,93.66,32.73,,87.45,154.08,23.19,45.14,393.0777,,34.69,261.95,32.61,14.75,44.57,61.8,38.79,77.06,39.18,66.49,46.89,41.46,86.77,35.22,84.45,45.7,53.86,74.69,66.28,56.53,17.4875,84.65,28.57,67.8542,13.61,,30.22,26.82,37.97,38.56,35.27,38.89,60.925,385.89,128.84,39.25,,22.68,11.76,27.9,69.0,30.65
2013-02-11,102.62,34.26,35.85,73.07,13.57,70.25,38.64,2.67,78.39,11.2,50.38,145.57,50.26,44.6,88.42,35.31,24.4,62.76,72.73,92.3,33.03,,86.66,153.42,23.255,45.25,391.6012,,34.75,257.21,32.84,14.46,44.73,61.98,39.45,76.38,39.04,66.49,46.76,41.51,84.92,35.205,83.47,46.08,54.55,74.71,66.01,56.66,17.4775,83.81,28.92,68.5614,13.66,,30.28,26.61,37.88,38.48,35.23,38.89,60.34,385.23,129.78,39.21,,22.57,11.86,27.93,68.73,30.63
2013-02-12,103.46,34.3,35.42,73.37,13.51,70.01,38.89,2.77,78.6,11.31,50.15,145.75,49.5,44.62,88.83,36.74,24.43,62.7,72.79,90.21,33.02,,85.78,152.32,23.32,45.61,390.7403,,34.66,258.7,33.15,14.27,44.9,62.2,38.63,75.59,39.22,67.49,46.96,41.82,84.54,35.2,83.45,46.27,53.49,75.74,66.01,56.7,17.6325,84.18,29.16,66.8428,13.66,,30.81,27.09,37.82,41.05,35.6,38.91,60.36,382.09,130.83,39.43,,22.445,12.245,27.9,68.68,30.6
2013-02-13,102.86,34.46,35.27,73.56,13.73,71.14,38.81,2.75,78.97,11.34,49.51,146.47,48.65,44.75,88.78,37.31,24.76,66.15,72.36,92.01,32.75,,86.73,152.32,23.305,45.88,391.8214,,34.78,269.47,33.28,14.66,44.93,62.1,38.87,74.0,39.41,67.89,46.64,42.0,84.94,35.055,84.13,46.26,54.07,75.89,63.0,57.28,17.7625,84.33,28.9,66.7156,13.77,,31.16,27.3,38.54,41.39,35.42,38.66,60.45,379.73,130.23,39.61,,22.6,12.17,28.17,68.15,30.52
2013-02-14,102.78,34.7,36.57,73.13,14.0,71.42,38.61,2.75,78.84,11.21,49.56,147.34,48.83,44.58,88.69,37.87,24.355,65.41,71.56,87.63,32.56,,86.49,152.37,23.5,45.88,394.3039,,34.11,269.24,33.14,13.99,44.77,62.34,39.21,73.48,39.15,69.04,46.77,41.91,84.72,35.05,84.0,46.54,55.18,75.51,63.29,57.3,17.8525,80.33,28.97,66.6556,13.89,,31.4,27.87,38.82,42.01,35.29,38.67,60.74,373.61,130.05,39.69,,22.605,12.13,28.1,68.17,30.36
2013-02-15,103.23,35.08,37.58,74.16,14.37,71.61,38.635,2.71,79.0,11.17,49.2,146.51,49.34,42.25,88.23,38.49,24.49,65.42,71.62,86.01,32.73,,85.24,155.41,23.47,45.85,396.8414,,34.38,265.09,33.13,14.5,45.13,61.69,38.35,75.18,39.17,68.77,46.6,41.91,83.61,35.21,82.08,46.175,54.64,75.62,62.7,57.0,17.9925,76.85,29.12,65.7371,13.74,,32.57,27.96,38.87,41.84,35.36,39.0,61.22,373.7,130.26,39.73,,22.77,12.03,27.99,68.17,30.27
2013-02-19,104.18,34.82,38.19,75.4,14.63,72.93,38.995,2.82,80.72,11.37,48.71,148.62,49.53,43.01,88.7,38.58,25.15,65.84,71.92,83.39,32.6,,84.81,154.94,24.01,46.74,403.8284,,34.77,269.75,33.24,14.26,45.56,62.28,38.6,74.62,39.75,69.03,47.22,42.43,84.131,35.445,84.13,47.01,55.13,76.28,62.77,57.91,18.1,77.3,29.58,65.7128,13.89,,33.08,27.18,38.85,42.21,35.67,38.98,61.46,375.21,130.42,40.07,,22.545,12.19,28.24,68.32,30.37
2013-02-20,103.15,34.52,38.61,75.0,14.24,72.79,38.77,2.7,79.5,11.37,48.24,145.42,49.82,42.24,87.61,37.4,24.625,64.06,71.86,84.46,31.73,,83.1,152.77,23.78,46.41,396.6262,,34.89,266.41,33.46,13.33,45.57,61.91,37.57,73.95,39.53,67.95,46.61,41.7,84.65,34.745,80.37,45.79,52.02,76.09,62.58,59.02,17.5925,75.48,29.7,64.1214,13.59,,32.5,26.28,38.66,41.29,35.47,38.73,61.21,379.96,129.69,39.64,,22.265,11.8,27.86,67.54,30.0
2013-02-21,102.72,34.26,38.78,73.85,14.28,71.5,38.34,2.6,79.06,11.06,47.76,143.13,49.58,41.63,85.67,37.07,24.82,64.13,71.43,87.28,31.41,,83.75,152.05,23.79,46.47,398.1628,,35.2,265.94,33.18,13.37,45.36,61.54,37.28,73.78,39.45,67.25,46.48,41.49,85.13,34.64,80.21,45.12,53.28,75.69,62.71,59.42,17.365,75.11,29.58,63.7228,13.25,,32.11,25.98,38.45,41.01,35.43,37.97,60.27,377.56,127.7,39.31,,22.03,11.42,27.32,66.42,30.04
2013-02-22,103.54,34.55,38.46,74.8,14.51,72.13,38.55,2.61,79.21,11.23,47.58,146.37,50.07,41.8,86.09,36.27,25.4,65.0,72.12,87.44,31.88,,83.44,154.02,23.99,46.74,400.2549,,35.32,265.42,33.58,13.57,46.18,62.57,38.45,74.52,39.82,67.93,46.95,42.24,86.82,35.4,81.75,45.52,54.6,76.38,61.92,60.79,17.6575,75.4,29.83,64.4014,13.57,,32.1,25.92,38.73,41.64,35.68,37.91,61.01,385.2,128.83,39.6,,22.17,11.44,27.63,67.0,30.58
2013-02-25,101.75,34.27,37.37,73.91,14.33,69.62,38.11,2.53,78.36,10.9,46.7,142.46,48.88,41.29,84.23,36.31,24.775,63.4,70.58,86.29,31.2,,83.14,155.43,23.665,45.36,395.7804,,34.65,259.87,33.12,13.02,45.68,62.02,37.06,73.66,39.24,66.25,46.18,41.04,89.55,34.585,78.57,44.77,52.81,75.47,61.46,59.45,17.1025,73.25,29.45,63.2571,13.23,,31.7,25.26,38.01,40.47,35.19,36.62,60.77,378.54,126.33,38.8,,21.73,11.03,26.82,67.1,29.89
2013-02-26,102.31,34.06,37.09,73.83,14.18,70.79,38.59,2.46,77.15,10.95,46.56,143.56,48.81,40.97,84.34,36.36,24.995,63.86,70.88,85.36,31.05,,84.67,155.64,23.71,45.56,395.4601,,34.3,259.36,33.35,13.26,46.33,61.92,37.69,75.51,39.43,66.62,46.57,41.49,89.47,35.045,78.58,45.0,54.29,74.53,61.83,60.05,17.5275,73.56,29.5,64.1385,13.63,,31.83,25.23,38.39,40.65,35.49,36.79,61.08,376.15,126.53,39.82,,21.905,11.13,27.07,66.77,30.08
2013-02-27,103.57,34.26,36.73,74.41,14.26,72.0,39.6,2.53,77.3,11.64,47.53,146.04,49.93,41.73,85.56,36.58,25.72,65.22,71.24,86.54,31.47,,85.88,157.75,23.91,46.05,400.2899,,34.07,263.25,33.47,13.41,46.66,62.5,37.77,77.4,39.37,68.11,47.03,41.99,91.03,35.34,80.04,45.38,55.55,75.16,62.46,60.83,17.8375,74.38,29.52,63.5099,13.74,,32.0,25.62,38.67,41.04,35.85,36.2,61.59,376.79,125.94,40.72,,22.155,11.3,27.4,67.31,30.39
2013-02-28,104.0,33.79,36.92,74.36,14.295,68.13,39.31,2.49,76.34,11.62,47.19,146.23,49.95,41.48,86.34,36.96,25.775,65.08,71.14,86.74,31.44,,85.16,158.69,23.845,46.02,401.0006,,33.55,264.27,33.79,13.43,46.79,62.15,38.01,77.6,39.45,68.63,47.2,41.83,91.55,35.43,79.58,45.22,56.24,75.8,62.18,61.09,17.8825,74.27,29.62,63.0571,13.705,,31.86,25.56,38.48,41.99,35.91,36.72,61.36,380.15,124.83,40.85,,22.205,11.23,27.14,67.6,30.36
2013-03-01,103.77,33.6,37.81,74.82,14.35,67.85,39.83,2.42,76.37,11.93,47.5,146.02,50.19,41.93,86.34,36.65,26.2,64.29,71.01,86.77,31.13,,85.54,158.58,23.855,46.35,403.4981,,33.49,265.74,33.89,13.61,46.71,62.37,37.85,78.13,39.57,68.08,47.98,41.49,92.58,35.855,79.82,45.23,58.29,76.68,61.88,60.89,17.9175,73.75,29.76,61.4957,13.59,,31.97,25.32,38.26,41.82,36.01,37.36,61.65,378.14,126.21,40.88,,22.11,11.34,27.2,68.9,30.66
2013-03-04,103.28,34.31,38.24,75.24,14.365,67.25,40.46,2.4,77.02,12.02,47.14,147.03,50.21,42.03,86.34,37.4,27.265,63.59,71.85,89.9,30.99,,86.2,158.93,23.975,46.54,411.1628,,33.93,273.11,34.09,13.9,47.46,62.89,38.07,78.86,40.27,68.87,48.25,41.7,92.73,35.985,80.34,45.3,58.97,77.23,61.82,60.49,18.105,72.73,29.95,60.0071,13.57,,32.02,25.05,38.33,41.92,36.23,38.65,61.835,380.66,126.65,41.13,,21.995,11.41,27.58,69.18,31.13
2013-03-05,104.45,34.67,37.51,76.92,14.57,70.48,41.46,2.43,76.95,12.18,47.85,149.15,51.01,42.66,86.9,37.49,27.925,63.56,72.52,91.01,31.8,,86.46,158.96,24.16,47.21,419.7213,,34.24,275.59,34.29,14.05,47.66,64.12,38.25,78.65,40.24,70.27,48.27,42.22,93.44,36.29,82.73,45.77,58.3,78.47,62.27,60.75,18.2925,72.85,30.36,61.5919,13.74,,32.21,25.05,38.79,42.6,36.6,39.34,62.66,382.32,126.74,41.8,,22.095,11.55,27.84,70.24,30.41
2013-03-06,104.66,34.27,37.74,77.41,14.65,70.7,41.29,2.43,76.18,12.36,49.03,150.01,51.1,43.24,86.71,37.53,27.84,64.63,72.29,93.181,32.44,,86.86,159.61,24.13,47.33,416.1057,,34.13,273.79,34.06,14.57,47.66,64.65,38.45,77.5,40.06,70.51,48.48,42.21,93.27,36.395,81.74,46.12,57.7,78.82,62.52,60.34,18.32,73.55,30.46,60.8088,13.67,,32.32,25.71,38.39,42.34,36.29,39.94,62.3,376.55,126.23,41.7,,22.135,11.92,27.75,69.97,30.67
2013-03-07,104.54,34.43,37.49,77.57,14.97,71.49,41.5,2.55,76.22,12.32,49.59,150.19,51.57,43.25,87.85,37.28,28.015,64.21,72.25,92.24,32.72,,86.64,158.48,23.865,47.29,416.7143,,33.96,273.88,34.05,14.82,47.39,64.56,39.01,77.56,39.56,70.74,48.08,42.05,92.95,36.26,82.81,45.71,57.75,78.98,62.7,60.29,18.285,75.65,30.22,61.5117,13.545,,32.57,25.92,38.42,42.58,36.39,40.01,63.34,381.52,124.75,41.78,,22.23,12.26,28.01,69.29,31.12
2013-03-08,105.71,34.68,37.34,78.35,14.84,71.89,41.5,2.56,76.84,12.33,50.52,151.17,50.14,43.03,89.1,37.24,28.75,65.61,71.97,91.06,33.29,,87.56,157.85,24.12,47.42,416.1758,,34.0,274.19,33.89,14.92,47.49,64.7,39.58,77.14,40.11,72.09,48.48,42.42,93.0,36.62,83.09,46.05,58.4,79.74,63.03,60.21,18.2725,75.65,30.41,61.6742,13.54,,32.54,25.83,38.76,42.84,36.68,40.17,63.35,385.25,124.08,42.16,,22.425,12.07,28.52,69.89,31.4
2013-03-11,105.81,34.93,37.67,78.3,14.82,71.99,41.48,2.59,77.53,12.51,49.9,150.79,51.05,42.81,88.83,35.6,28.555,65.42,72.29,91.67,33.53,,88.37,157.82,24.23,47.75,417.8274,,34.26,271.24,33.93,15.13,47.38,65.5,39.47,76.9,40.36,72.21,48.55,42.44,91.44,36.565,83.58,46.44,57.5,80.09,63.49,60.1,18.2425,75.51,30.22,62.5528,13.52,,32.46,26.01,38.88,43.57,36.6,40.36,63.87,388.33,124.02,42.63,,22.52,12.15,28.63,69.97,31.78
2013-03-12,105.13,34.98,37.17,78.02,14.86,71.42,41.4,2.61,77.36,12.55,51.24,150.04,50.75,42.62,88.91,34.77,28.515,64.9,72.03,91.75,32.96,,90.1,156.81,24.16,47.71,414.2188,,34.16,274.13,33.82,15.5,47.29,65.29,39.11,76.03,40.13,71.92,48.65,42.33,91.75,36.33,84.26,46.48,57.79,79.5,64.14,59.64,18.2,75.27,30.07,61.2042,13.4,,32.56,25.86,38.74,43.82,36.72,40.3,63.97,388.87,125.73,42.88,,22.545,12.01,28.61,69.28,31.37
2013-03-13,105.09,35.01,37.17,77.93,14.979000000000001,71.71,41.59,2.6,78.77,12.64,51.46,154.49,50.64,43.0,89.0,34.66,29.73,64.98,71.82,91.51,32.88,,91.58,156.89,24.285,47.93,413.0677,,33.93,275.1,34.0,15.91,47.44,65.3,38.89,76.12,40.14,73.35,48.86,42.56,91.54,36.45,83.94,46.48,56.0,79.96,64.84,59.7,18.22,75.28,30.07,61.1928,13.63,,32.93,25.62,39.17,43.72,36.6,40.46,64.18,392.04,126.78,43.01,,22.89,12.06,28.87,69.63,31.57
2013-03-14,106.02,35.14,37.56,78.26,15.03,72.52,41.62,2.63,77.67,12.57,51.23,155.18,50.66,43.32,89.9,34.66,29.775,65.56,71.51,91.84,33.29,,91.08,157.83,24.385,48.2,411.1808,,33.8,265.74,34.22,16.25,47.68,65.38,39.02,76.41,40.0,74.46,49.29,42.78,92.18,36.625,85.19,46.505,56.95,80.56,65.18,60.03,18.4875,75.48,30.85,61.7857,13.675,,32.91,25.65,39.52,44.21,36.86,40.69,65.02,389.65,129.21,43.58,,23.01,12.11,28.99,70.06,31.73
2013-03-15,106.4,34.14,38.5,76.6,14.65,71.17,41.38,2.6,79.57,12.5,50.87,154.41,51.08,43.01,90.17,34.69,29.62,63.21,71.41,93.66,33.04,,91.59,157.84,24.385,47.98,407.5582,,33.68,261.82,34.39,15.98,47.9,66.09,38.97,75.56,40.26,74.33,48.89,42.81,91.80799999999999,36.195,85.35,45.53,56.5,80.12,64.98,59.9,18.41,75.68,30.74,63.3799,13.305,,33.0,25.89,39.64,44.04,36.43,40.14,64.48,391.89,128.37,43.27,,23.005,12.57,28.85,69.41,30.98
2013-03-18,105.41,33.46,38.16,76.81,14.37,71.23,41.06,2.65,80.7,12.39,50.57,153.74,50.22,42.55,88.92,34.55,30.29,62.44,70.91,93.64,32.37,,90.54,156.57,24.33,47.86,404.2989,,33.47,257.89,34.15,16.29,47.69,65.78,38.6,75.05,40.22,74.17,48.3,42.61,90.39,36.235,84.62,44.85,56.86,80.07,64.55,58.96,18.28,75.72,30.42,65.1028,13.05,,32.69,25.68,39.59,43.97,36.15,40.03,64.22,391.47,126.75,43.4,,22.905,12.56,28.36,68.9,30.75
2013-03-19,105.18,33.54,38.36,76.18,14.01,70.86,40.75,2.67,80.07,12.45,50.52,151.86,49.81,42.0,88.21,34.67,30.46,62.61,71.0,92.74,32.29,,89.8,156.74,24.33,47.64,406.0657,,33.69,256.41,34.3,16.78,47.7,65.13,38.38,74.53,40.41,73.97,50.06,42.76,92.4,36.175,83.28,44.91,56.83,79.21,64.31,59.01,18.36,74.66,30.28,64.9271,12.96,,32.7,25.44,39.9,44.38,36.14,39.67,64.31,390.41,126.19,42.9,,22.995,12.71,28.21,69.37,30.79
2013-03-20,105.66,33.81,39.06,76.49,14.219000000000001,71.92,42.46,2.75,80.22,12.68,50.03,153.95,50.72,42.7,88.84,35.45,31.5,62.2,71.03,93.88,32.6,,89.86,156.2,24.54,47.93,407.7614,,34.04,257.278,34.52,17.23,48.06,66.0,38.3,75.32,40.69,74.88,50.24,42.86,94.05,36.58,86.4,45.66,58.88,79.61,64.02,59.71,18.6675,75.37,30.37,64.5828,13.18,,33.01,25.62,40.29,44.54,36.19,41.16,64.425,396.0,126.53,43.1,,23.105,12.78,28.26,69.92,30.97
2013-03-21,104.94,33.48,38.49,74.3,14.06,70.81,42.18,2.64,80.03,12.42,50.24,150.44,51.06,41.65,87.1,35.01,30.925,62.19,71.34,92.34,32.03,,90.12,156.5,24.44,47.8,406.0356,,33.86,253.39,34.21,17.0,47.63,65.41,37.8,76.29,40.61,73.64,49.79,42.3,94.31,36.375,85.49,44.55,58.0,79.33,63.63,59.45,18.285,74.15,30.11,64.6756,12.96,,32.61,25.35,40.23,43.85,36.15,41.03,63.73,393.26,125.45,42.76,,22.925,12.57,27.85,70.06,30.64
2013-03-22,106.42,33.69,38.97,73.88,14.34,71.27,42.97,2.54,79.81,12.41,49.91,151.49,51.85,41.25,87.52,34.78,31.425,61.17,71.61,93.48,32.63,,90.31,157.46,24.58,48.22,405.5602,,33.91,257.75,34.27,16.86,47.86,66.22,37.79,76.73,40.77,73.65,49.82,42.75,96.56,36.61,86.58,44.9,58.87,79.43,64.03,60.27,18.3975,74.47,29.95,65.9871,13.26,,32.78,25.35,40.5,44.02,36.43,41.391999999999996,64.08,395.72,126.83,42.95,,22.935,12.56,28.27,70.94,30.8
2013-03-25,105.17,33.8,39.32,73.41,14.35,70.15,42.49,2.51,80.53,12.3,50.05,151.54,51.52,41.13,87.47,34.4,31.16,61.82,71.43,92.35,32.87,,91.07,157.62,24.49,48.48,405.2248,,33.88,256.02,34.24,16.6,47.66,66.1,37.7,76.26,40.87,73.47,50.59,42.39,96.81,36.3,87.29,44.64,57.85,78.95,64.11,61.16,18.2725,74.63,30.07,66.2256,13.32,,32.57,25.26,40.45,44.0,36.39,40.38,63.93,393.33,126.52,42.85,,23.035,12.4,28.19,70.8,30.82
2013-03-26,106.07,34.35,40.21,74.54,14.46,69.67,42.75,2.54,81.6,12.39,50.6,151.56,52.49,41.82,87.92,35.08,31.395,62.01,71.49,91.37,33.6,,91.09,157.94,24.61,48.65,406.6162,,34.36,260.31,34.6,16.51,48.03,67.17,38.44,75.89,40.95,73.69,50.72,42.69,98.66,36.595,88.88,45.75,58.5,79.24,64.76,61.82,18.315,74.4,30.55,65.8765,13.4,,32.83,25.26,40.72,44.06,36.74,40.6,64.79,394.04,127.09,42.91,,23.24,12.28,28.31,71.46,31.21
2013-03-27,105.29,34.61,40.15,74.88,14.48,69.47,42.66,2.55,81.64,12.54,50.87,151.33,51.91,42.09,86.28,35.16,31.645,61.75,70.86,93.92,33.32,,91.07,159.71,24.67,48.67,401.7313,,34.41,265.3,34.61,16.65,48.15,67.15,38.25,76.86,41.03,73.05,50.71,42.8,100.15,36.575,88.76,45.75,57.96,79.89,65.61,61.5,18.39,75.93,30.47,64.5828,13.41,,32.97,25.47,40.95,44.4,36.62,40.92,64.66,393.94,126.64,42.79,,23.67,12.23,27.9,71.88,31.28
2013-03-28,106.31,35.32,40.78,75.97,14.57,69.35,43.515,2.55,82.65,12.57,51.13,153.57,52.02,41.97,87.12,35.32,31.98,62.52,70.98,92.14,33.51,,92.11,161.89,25.09,49.07,397.4911,,34.39,266.49,35.02,16.97,48.63,67.46,38.82,76.92,41.44,73.65,51.45,43.36,102.51,37.325,87.45,46.49,58.55,81.42,66.23,61.5,18.3925,77.16,30.66,63.2371,13.48,,33.73,25.56,41.31,45.01,36.69,41.25,65.03,396.77,126.67,43.07,,23.79,12.18,27.99,72.64,31.39
2013-04-01,105.65,35.31,41.12,75.85,14.44,68.92,43.38,2.44,82.34,12.51,52.38,152.05,52.15,40.93,85.51,34.9,31.8,61.3,70.87,95.6,32.44,,92.46,160.37,24.96,49.28,400.9956,,34.3,261.61,34.93,16.67,48.5,67.26,38.23,77.75,41.27,72.87,51.64,42.56,102.31,36.76,86.36,45.41,56.85,79.5,67.44,61.1,17.8375,76.71,30.83,61.2728,13.36,,33.69,25.17,41.23,44.98,37.25,39.93,64.685,393.19,128.09,42.39,,23.65,12.15,27.87,72.3,30.89
2013-04-02,106.52,36.12,40.71,76.67,14.73,68.25,43.845,2.39,82.83,12.51,54.3,152.38,52.9,40.66,85.01,34.84,29.63,61.16,70.67,99.03,31.85,,96.68,159.84,24.965,49.81,406.9265,,35.2,263.322,35.16,15.74,48.34,67.64,39.0,78.73,41.37,73.43,52.41,42.2,106.4,36.855,85.64,45.2,55.02,79.38,68.46,61.44,17.6825,76.16,30.71,61.3988,13.241,,34.11,24.9,41.35,45.3,37.57,39.57,65.28,400.99,128.14,42.2,,24.005,12.15,28.12,72.21,30.66
2013-04-03,105.68,36.32,40.57,76.6,14.53,71.84,43.7,2.32,82.12,12.46,54.43,149.59,52.7,40.52,84.28,34.78,28.91,60.26,70.21,97.27,30.95,,95.27,158.41,24.835,49.38,403.5041,,34.82,259.03,34.81,15.53,48.1,66.25,37.84,78.02,41.11,71.81,51.69,41.4,104.81,36.66,84.02,44.06,52.26,77.82,68.15,60.45,16.875,74.85,30.88,61.7128,13.15,,33.23,24.81,41.01,45.01,37.28,38.54,64.75,393.98,128.0,41.57,,23.485,11.81,27.43,71.36,30.17
2013-04-04,105.82,36.65,41.6,76.61,14.52,72.77,44.21,2.33,82.2,12.53,54.6,149.6,51.5,41.41,85.37,34.06,29.935,61.05,70.61,98.9,31.5,,95.84,158.02,25.09,49.51,397.9325,,35.16,259.08,34.83,15.69,48.66,66.73,37.69,78.58,41.4,72.0,51.82,41.44,105.88,36.615,84.27,43.745,52.98,77.33,68.49,60.67,17.2575,75.0,31.43,61.1028,13.22,,33.59,24.66,41.1,45.37,37.91,38.48,64.72,401.83,132.22,41.82,,23.57,11.94,27.47,71.12,30.61
2013-04-05,105.78,36.31,41.31,76.25,14.43,72.28,43.38,2.29,80.95,12.43,54.0,147.74,49.49,41.54,85.13,34.18,29.685,61.77,70.59,99.2,31.04,,97.19,155.35,25.32,49.32,391.9165,,34.84,255.48,34.79,15.72,48.71,65.3,38.62,77.82,41.47,71.48,52.08,40.99,104.04,36.025,85.03,43.61,53.24,76.48,67.99,60.27,17.2475,74.2,31.6,60.4571,13.2,,33.17,24.72,40.95,45.01,38.02,38.35,63.77,397.2,133.44,41.51,,23.495,11.97,27.36,70.5,30.1
2013-04-08,105.75,36.55,41.77,76.55,14.66,73.2,43.79,2.59,80.63,12.59,54.49,150.34,49.6,41.66,85.65,34.49,30.105,62.19,71.65,98.18,31.68,,98.36,155.05,25.455,50.11,387.8124,,35.26,258.95,35.08,15.84,49.23,65.6,40.09,79.0,41.84,72.33,52.63,40.91,105.1,36.52,86.55,44.0,53.81,76.55,67.72,60.61,17.2475,74.64,31.72,60.8871,13.38,,33.32,25.17,41.38,45.77,37.62,38.35,64.26,395.36,133.03,42.46,,23.635,12.21,27.5,70.11,30.38
2013-04-09,105.95,36.66,42.55,76.21,14.67,73.42,44.17,2.63,78.71,12.64,55.53,151.01,49.75,41.65,86.0,34.67,29.525,61.92,71.42,98.32,31.88,,97.71,154.32,25.4,49.73,389.2138,,35.48,261.14,34.93,15.7,49.0,65.22,39.63,79.29,41.64,72.81,52.92,40.77,104.3,36.5,86.81,44.07,54.05,76.51,68.48,60.9,17.08,75.49,31.66,60.9971,13.3,,32.73,25.17,41.3,45.64,37.76,38.46,64.46,384.03,133.5,43.07,,23.71,12.25,27.71,70.53,30.9
2013-04-10,107.69,37.1,43.62,77.01,14.88,73.95,44.7,2.61,81.23,12.85,56.09,153.97,50.21,42.26,86.34,36.04,29.85,62.24,71.59,100.05,32.63,,97.21,156.22,25.69,49.73,395.4851,,35.66,264.77,35.15,15.78,49.64,65.4,40.1,79.87,42.18,74.47,53.3,41.74,108.255,37.18,86.38,45.1,53.94,79.3,69.46,61.53,17.2325,75.63,31.54,62.2414,13.81,,33.17,24.93,41.54,47.16,38.18,39.645,65.66,389.98,133.48,43.12,,24.085,12.32,28.62,71.43,31.35
2013-04-11,108.25,37.27,43.2,77.78,14.695,73.12,45.21,2.52,83.01,12.93,56.7,155.51,49.81,43.86,87.24,35.79,29.69,61.93,72.09,100.42,32.86,,97.76,158.51,25.75,50.28,395.5902,,35.62,269.85,35.34,16.19,49.93,65.74,40.44,80.32,42.3,75.28,53.81,41.19,108.22,37.385,87.35,44.9,52.09,77.99,70.06,62.66,17.385,76.52,31.69,62.0471,13.795,,32.98,24.96,42.39,47.5,38.54,39.01,66.11,392.83,134.7,43.42,,24.065,12.27,28.65,71.87,31.24
2013-04-12,107.68,37.13,43.09,77.23,14.66,72.74,45.03,2.48,81.99,13.1,56.78,153.76,50.11,44.75,86.93,35.41,29.57,60.87,72.24,100.1,32.76,,97.33,157.87,25.805,50.35,395.42,,35.91,272.87,35.49,16.14,49.98,65.68,40.13,80.67,42.35,74.73,54.18,40.95,111.57,36.745,85.29,44.59,51.46,78.31,69.79,62.62,17.46,75.09,31.64,61.3999,13.63,,32.64,24.66,42.26,47.49,38.59,38.36,65.91,393.57,135.57,42.81,,23.945,12.17,28.45,71.78,31.01
2013-04-15,105.76,36.13,41.44,75.24,14.28,69.25,44.6,2.4,80.27,12.69,55.26,148.02,48.97,43.04,84.86,34.44,28.315,59.24,70.89,96.22,31.2,,96.03,155.93,25.325,49.09,391.356,,34.81,267.72,34.56,15.59,49.07,64.1,38.58,79.43,41.23,71.93,54.04,39.75,108.48,35.75,79.47,43.84,48.37,76.49,68.28,61.49,16.755,72.62,31.34,59.9785,13.31,,31.52,24.12,41.84,46.53,37.95,36.71,64.46,384.87,132.47,41.25,,23.195,11.98,27.33,70.42,30.1
2013-04-16,106.15,36.4,42.45,77.49,14.43,71.0,45.28,2.44,80.47,12.87,56.64,148.04,50.21,43.39,86.5,34.79,30.56,61.61,71.45,96.2,31.8,,96.97,157.64,25.655,49.5,397.0817,,35.38,272.34,35.07,16.37,49.54,64.59,39.56,80.59,42.28,73.14,54.95,40.69,110.85,36.755,82.16,44.74,50.92,78.03,70.16,62.11,17.245,72.05,31.4,60.8914,13.46,,32.18,24.3,42.1,47.51,37.94,37.69,65.41,384.59,133.9,41.66,,23.465,12.28,27.76,70.9,30.41
2013-04-17,105.48,37.28,42.24,76.7,14.18,70.1,44.9,2.4,79.82,12.64,55.29,145.71,49.16,42.19,85.78,34.18,29.92,60.24,70.43,94.75,30.78,,97.73,157.1,25.58,49.07,391.6713,,35.14,267.4,34.74,16.52,49.37,64.13,38.56,79.78,41.92,71.3,55.06,40.26,109.44,36.13,79.45,42.85,49.14,76.92,69.03,60.67,17.375,71.45,31.02,57.5428,13.045,,32.07,23.88,41.76,46.72,37.78,36.82,65.35,381.93,131.19,40.78,,23.29,11.7,27.19,70.23,30.02
2013-04-18,104.98,36.88,42.32,75.57,14.12,70.94,44.46,2.51,78.92,12.62,54.18,144.06,48.9,41.83,84.85,33.74,29.355,57.75,70.33,92.02,30.13,,96.68,158.34,25.59,48.44,383.34,,34.68,259.42,35.05,16.1,49.48,65.04,38.34,80.06,41.83,69.6,55.44,39.9,107.46,36.115,80.64,42.34,49.61,75.07,67.18,59.67,17.1725,70.82,30.83,56.0071,12.92,,31.91,24.09,41.79,46.11,37.74,35.93,64.63,379.01,132.01,40.13,,22.975,11.44,26.7,68.9,29.27
2013-04-19,105.71,37.2,42.39,74.74,14.26,71.29,44.74,2.47,79.93,12.87,55.87,145.81,49.39,42.0,85.71,33.55,30.175,58.82,71.24,92.6,31.5,,98.48,160.07,25.955,48.97,400.3349,,35.02,260.32,35.82,16.02,49.94,67.24,38.88,81.05,42.01,72.18,55.92,40.2,111.38,36.39,79.99,42.36,50.67,74.88,68.71,60.15,17.2625,68.84,31.12,55.7899,12.93,,32.18,24.24,41.95,46.66,38.28,36.12,65.23,378.43,133.07,40.81,,23.215,11.66,26.99,69.09,29.69
